Ticket_ID,Customer_Name,Customer_Age,Customer_Gender,Product_Purchased,Date,Ticket_Type,Ticket_Subject,Ticket_Status,Priority,Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Category,Resolution_Duration,Priority_Score,Cluster_Name,Cluster_ID,Country,Latitude,Longitude,SLA_Breach,Efficiency_Score
6364,Kimberly Johnson,18,Female,HP Pavilion,2021-06-26,Billing inquiry,Product setup,Closed,Medium,Email,2023-06-01 04:12:48,2023-06-01 08:13:48,2.0,Other,8.23,2,Standard Service,3,Canada,56.1304,-106.3468,False,0.24301336573511542
6366,Cindy Huynh,22,Female,Apple AirPods,2020-10-02,Billing inquiry,Payment issue,Closed,Critical,Chat,2023-06-01 18:54:51,2023-06-01 20:51:51,2.0,Billing,20.86416666666667,4,High Priority Issues,2,India,20.5937,78.9629,True,0.19171625993529573
6368,Christine Brown,55,Other,Bose QuietComfort,2021-10-03,Product inquiry,Product recommendation,Closed,High,Chat,2023-06-01 05:27:55,2023-06-01 01:47:55,1.0,Other,1.798611111111111,3,High Priority Issues,2,Germany,51.1657,10.4515,False,1.6679536679536682
6370,Jason Kelly,64,Other,Apple AirPods,2020-04-28,Product inquiry,Data loss,Closed,Medium,Email,2023-06-01 21:09:58,2023-06-01 05:34:58,5.0,Other,5.582777777777777,2,Fast & Satisfied,1,India,20.5937,78.9629,False,0.3582446014528809
6371,Jennifer Leon,21,Other,Philips Hue Lights,2021-12-25,Billing inquiry,Battery life,Closed,High,Chat,2023-06-01 06:37:00,2023-06-01 07:35:00,4.0,Other,7.583333333333333,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.39560439560439564
6375,Robert Gonzalez,58,Other,Sony 4K HDR TV,2020-09-17,Product inquiry,Product compatibility,Closed,Critical,Email,2023-06-01 21:42:05,2023-06-01 00:57:05,3.0,Other,0.9513888888888888,4,High Priority Issues,2,Germany,51.1657,10.4515,False,4.204379562043796
6376,Jodi Miller,21,Female,LG Washing Machine,2021-06-28,Refund request,Refund request,Closed,Critical,Social media,2023-06-01 18:16:07,2023-06-01 19:47:07,2.0,Billing,19.78527777777778,4,High Priority Issues,2,Germany,51.1657,10.4515,True,0.20217052522217696
6380,Casey Brown,52,Other,GoPro Hero,2020-04-01,Product inquiry,Software bug,Closed,Low,Social media,2023-06-01 16:51:12,2023-06-01 02:11:12,2.0,Technical Issue,2.186666666666667,1,Standard Service,3,India,20.5937,78.9629,False,0.45731707317073167
6381,Miss Lori Hernandez,19,Male,Nikon D,2021-03-05,Product inquiry,Product setup,Closed,Critical,Phone,2023-06-01 11:16:13,2023-06-01 21:17:13,3.0,Other,21.28694444444444,4,High Priority Issues,2,Germany,51.1657,10.4515,True,0.18790860334320728
6382,Kristina Liu,63,Female,Canon DSLR Camera,2021-03-22,Refund request,Hardware issue,Closed,High,Social media,2023-06-01 19:53:15,2023-06-01 02:36:15,5.0,Technical Issue,2.604166666666667,3,Fast & Satisfied,1,Germany,51.1657,10.4515,False,1.152
6384,Jeffrey Morris,65,Other,Adobe Photoshop,2020-06-22,Billing inquiry,Account access,Closed,High,Chat,2023-06-01 08:33:17,2023-06-01 21:11:17,5.0,Authentication,21.18805555555555,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.1415892077559422
6385,Christine Harper,65,Male,Nest Thermostat,2021-01-15,Product inquiry,Account access,Closed,High,Chat,2023-06-01 03:54:18,2023-06-01 00:42:18,3.0,Authentication,0.705,3,High Priority Issues,2,UK,55.3781,-3.436,False,4.25531914893617
6395,Katie Moore,42,Male,Nikon D,2021-09-14,Product inquiry,Data loss,Closed,Medium,Chat,2023-06-01 08:03:32,2023-06-01 01:27:32,2.0,Other,1.458888888888889,2,Standard Service,3,Germany,51.1657,10.4515,False,1.3709063214013708
6396,Ryan Patrick,59,Female,iPhone,2020-04-29,Product inquiry,Account access,Closed,Medium,Social media,2023-06-01 01:39:33,2023-06-01 12:16:33,5.0,Authentication,12.27583333333333,2,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.16292172968569688
6397,Mark Gallagher,44,Female,Garmin Forerunner,2021-07-20,Billing inquiry,Peripheral compatibility,Closed,Low,Phone,2023-06-01 08:29:34,2023-06-01 13:36:34,1.0,Other,13.60944444444444,1,Standard Service,3,Canada,56.1304,-106.3468,False,0.07347838510838064
6402,John Carroll,52,Other,Garmin Forerunner,2020-01-10,Product inquiry,Delivery problem,Closed,High,Social media,2023-06-01 22:47:41,2023-06-01 03:51:41,2.0,Order & Delivery,3.861388888888889,3,High Priority Issues,2,Germany,51.1657,10.4515,False,0.7769225235594561
6406,Samantha Anderson,67,Other,Garmin Forerunner,2020-11-10,Technical issue,Cancellation request,Closed,Low,Chat,2023-06-01 20:26:45,2023-06-01 13:20:45,4.0,Feature Request,13.34583333333333,1,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.07492975335622856
6408,Stacey Mitchell,45,Other,HP Pavilion,2020-08-16,Product inquiry,Product compatibility,Closed,High,Email,2023-06-01 18:59:48,2023-06-01 03:05:48,5.0,Other,3.096666666666667,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.9687836383207749
6411,Michael Norton,66,Female,Google Pixel,2021-11-22,Product inquiry,Display issue,Closed,Critical,Phone,2023-06-01 09:32:53,2023-06-01 05:27:53,5.0,Technical Issue,5.464722222222222,4,Fast & Satisfied,1,India,20.5937,78.9629,False,0.7319676714278452
6412,Kurt Freeman,30,Other,iPhone,2020-11-28,Cancellation request,Hardware issue,Closed,Critical,Email,2023-06-01 20:11:53,2023-06-01 04:05:53,2.0,Technical Issue,4.098055555555556,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.9760726631871484
6415,Melissa Davis,37,Female,Dyson Vacuum Cleaner,2020-01-02,Technical issue,Data loss,Closed,Medium,Phone,2023-06-01 15:17:58,2023-06-01 06:44:58,4.0,Other,6.749444444444444,2,Fast & Satisfied,1,India,20.5937,78.9629,False,0.29632068483002716
6417,Mark Nguyen,45,Other,Canon EOS,2021-12-25,Refund request,Network problem,Closed,High,Email,2023-06-01 08:18:01,2023-06-01 18:14:01,5.0,Other,18.23361111111111,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,True,0.16453131427004467
6419,Brandon Francis,69,Other,Fitbit Versa Smartwatch,2020-08-16,Product inquiry,Battery life,Closed,High,Email,2023-06-01 05:31:04,2023-06-01 13:05:04,4.0,Other,13.08444444444445,3,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.22927989130434773
6421,Robert Rodriguez,42,Other,MacBook Pro,2021-09-23,Technical issue,Product recommendation,Closed,Low,Chat,2023-06-01 19:43:07,2023-06-01 10:09:07,3.0,Other,10.15194444444444,1,Standard Service,3,UK,55.3781,-3.436,False,0.098503297124251
6425,Jennifer Jones,37,Male,MacBook Pro,2021-05-06,Technical issue,Peripheral compatibility,Closed,Medium,Email,2023-06-01 13:38:12,2023-06-01 23:54:12,1.0,Other,23.90333333333333,2,Standard Service,3,UK,55.3781,-3.436,True,0.08367033886487242
6435,Walter Hartman,37,Female,Microsoft Surface,2020-12-20,Technical issue,Product setup,Closed,High,Phone,2023-06-01 08:19:25,2023-06-01 10:29:25,2.0,Other,10.49027777777778,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.28597908115980397
6438,Craig Taylor,21,Female,Canon EOS,2021-09-29,Refund request,Software bug,Closed,Medium,Phone,2023-06-01 20:36:29,2023-06-01 21:22:29,1.0,Technical Issue,21.37472222222222,2,Standard Service,3,USA,37.0902,-95.7129,True,0.09356846742647729
6441,Alexandra Blake,41,Other,Roomba Robot Vacuum,2020-09-05,Product inquiry,Cancellation request,Closed,Medium,Social media,2023-06-01 15:47:35,2023-06-01 01:44:35,4.0,Feature Request,1.743055555555556,2,Fast & Satisfied,1,Germany,51.1657,10.4515,False,1.1474103585657367
6442,Steven Cardenas,42,Other,Asus ROG,2020-05-06,Refund request,Delivery problem,Closed,High,Email,2023-06-01 00:26:36,2023-06-01 16:06:36,5.0,Order & Delivery,16.11,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.186219739292365
6448,Angela Day,36,Other,Xbox,2021-12-20,Billing inquiry,Refund request,Closed,High,Phone,2023-06-01 08:37:44,2023-06-01 02:38:44,5.0,Billing,2.645555555555556,3,Fast & Satisfied,1,Germany,51.1657,10.4515,False,1.1339773204535908
6451,Terri Bartlett,70,Other,Canon EOS,2020-11-08,Cancellation request,Refund request,Closed,High,Phone,2023-06-01 16:41:49,2023-06-01 06:05:49,5.0,Billing,6.096944444444444,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.4920497516971161
6456,Tyler Howell,34,Female,Canon DSLR Camera,2020-06-14,Product inquiry,Delivery problem,Closed,Critical,Phone,2023-06-01 06:28:55,2023-06-01 09:38:55,5.0,Order & Delivery,9.64861111111111,4,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.4145674391823809
6457,Cheryl Clements DVM,18,Male,Samsung Soundbar,2021-10-12,Cancellation request,Cancellation request,Closed,Low,Chat,2023-06-01 10:25:56,2023-06-01 03:14:56,1.0,Feature Request,3.248888888888889,1,Standard Service,3,Canada,56.1304,-106.3468,False,0.307797537619699
6462,Andrea Benson,21,Male,Fitbit Versa Smartwatch,2020-10-06,Cancellation request,Network problem,Closed,Critical,Social media,2023-06-01 04:13:04,2023-06-01 19:11:04,1.0,Other,19.18444444444444,4,High Priority Issues,2,Canada,56.1304,-106.3468,True,0.2085022587744701
6463,Luke Green,62,Male,GoPro Hero,2021-04-12,Technical issue,Delivery problem,Closed,Critical,Email,2023-06-01 02:29:05,2023-06-01 06:45:05,5.0,Order & Delivery,6.751388888888889,4,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.5924706850442296
6466,Derek Johnson,52,Female,Google Pixel,2021-04-19,Technical issue,Refund request,Closed,Critical,Email,2023-06-01 11:39:10,2023-06-01 06:17:10,3.0,Billing,6.286111111111111,4,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.6363234644277508
6473,Nicholas Guzman,50,Female,Microsoft Office,2021-08-24,Technical issue,Refund request,Closed,High,Email,2023-06-01 13:54:22,2023-06-01 07:12:22,5.0,Billing,7.206111111111111,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.4163133143165523
6476,Lawrence Ward,25,Male,Sony Xperia,2020-06-21,Cancellation request,Product setup,Closed,Critical,Social media,2023-06-01 05:17:25,2023-06-01 21:38:25,3.0,Other,21.64027777777778,4,High Priority Issues,2,India,20.5937,78.9629,True,0.18484051087863423
6478,Aaron Martinez,45,Male,Roomba Robot Vacuum,2021-12-16,Billing inquiry,Data loss,Closed,High,Email,2023-06-01 12:39:27,2023-06-01 07:25:27,5.0,Other,7.424166666666666,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.40408575597710183
6484,Wanda Hughes,32,Male,iPhone,2020-06-08,Billing inquiry,Display issue,Closed,High,Email,2023-06-01 23:20:33,2023-06-01 12:32:33,4.0,Technical Issue,12.5425,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.23918676499900338
6490,Linda Johnson,31,Male,Sony PlayStation,2020-04-28,Technical issue,Software bug,Closed,High,Social media,2023-06-01 22:06:39,2023-06-01 12:23:39,1.0,Technical Issue,12.39416666666667,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.24204935117326692
6492,Katrina Brown,43,Other,Bose QuietComfort,2020-06-28,Billing inquiry,Product compatibility,Closed,Low,Email,2023-06-01 09:38:42,2023-06-01 17:11:42,3.0,Other,17.195,1,Standard Service,3,UK,55.3781,-3.436,False,0.05815644082582146
6493,Brian Ross,70,Female,Nikon D,2021-10-28,Billing inquiry,Battery life,Closed,High,Social media,2023-06-01 17:38:43,2023-06-01 13:19:43,2.0,Other,13.32861111111111,3,High Priority Issues,2,Germany,51.1657,10.4515,False,0.22507971573265534
6497,Tami Henderson,50,Female,Fitbit Versa Smartwatch,2020-10-20,Cancellation request,Battery life,Closed,Medium,Phone,2023-06-01 23:01:50,2023-06-01 13:23:50,1.0,Other,13.39722222222222,2,Standard Service,3,UK,55.3781,-3.436,False,0.1492846775865644
6499,Jesse Cooper,47,Other,Fitbit Versa Smartwatch,2021-01-05,Refund request,Hardware issue,Closed,Medium,Email,2023-06-01 22:42:53,2023-06-01 01:01:53,3.0,Technical Issue,1.031388888888889,2,Standard Service,3,Germany,51.1657,10.4515,False,1.9391327767304067
6500,Jordan Carter,37,Female,Roomba Robot Vacuum,2021-08-09,Refund request,Cancellation request,Closed,Low,Phone,2023-06-01 20:29:54,2023-06-01 18:27:54,4.0,Feature Request,18.465,1,Fast & Satisfied,1,UK,55.3781,-3.436,True,0.05415651232060655
6502,Mrs. Jennifer Jenkins,20,Female,Amazon Echo,2021-05-08,Technical issue,Software bug,Closed,Medium,Social media,2023-06-01 04:25:56,2023-06-01 03:30:56,2.0,Technical Issue,3.515555555555556,2,Standard Service,3,Canada,56.1304,-106.3468,False,0.5689001264222502
6505,Keith Norris,35,Other,LG Smart TV,2021-07-25,Billing inquiry,Battery life,Closed,High,Email,2023-06-01 08:42:01,2023-06-01 04:59:01,2.0,Other,4.983611111111111,3,High Priority Issues,2,Germany,51.1657,10.4515,False,0.6019731341619754
6506,Lauren Smith,27,Male,Garmin Forerunner,2021-07-30,Technical issue,Installation support,Closed,Medium,Phone,2023-06-01 22:18:03,2023-06-01 15:34:03,5.0,Other,15.5675,2,Fast & Satisfied,1,India,20.5937,78.9629,False,0.12847277982977356
6510,Christopher Lewis,23,Male,Microsoft Surface,2021-08-22,Refund request,Display issue,Closed,High,Email,2023-06-01 17:20:09,2023-06-01 02:46:09,4.0,Technical Issue,2.769166666666667,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,1.0833584110743304
6515,Jesse Gillespie,66,Male,GoPro Hero,2021-11-29,Cancellation request,Product setup,Closed,High,Phone,2023-06-01 11:41:15,2023-06-01 02:59:15,5.0,Other,2.9875,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,1.00418410041841
6521,Zachary Hill,25,Male,Microsoft Xbox Controller,2020-12-26,Product inquiry,Installation support,Closed,Medium,Phone,2023-06-01 15:00:22,2023-06-01 08:54:22,2.0,Other,8.90611111111111,2,Standard Service,3,USA,37.0902,-95.7129,False,0.2245649054956023
6525,Raymond Dickerson,41,Other,Fitbit Charge,2021-05-21,Product inquiry,Battery life,Closed,Low,Social media,2023-06-01 00:18:27,2023-06-01 22:55:27,1.0,Other,22.92416666666667,1,Standard Service,3,India,20.5937,78.9629,True,0.043622087316878104
6528,Joshua Pollard,59,Other,Microsoft Office,2021-01-03,Technical issue,Product recommendation,Closed,Low,Social media,2023-06-01 06:50:32,2023-06-01 03:21:32,4.0,Other,3.358888888888889,1,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.29771749917300694
6529,Melissa Thomas,20,Male,MacBook Pro,2021-06-24,Billing inquiry,Delivery problem,Closed,High,Phone,2023-06-01 07:42:33,2023-06-01 15:17:33,2.0,Order & Delivery,15.2925,3,High Priority Issues,2,India,20.5937,78.9629,False,0.196174595389897
6530,Leslie Duffy,27,Other,LG OLED,2021-11-05,Technical issue,Display issue,Closed,Medium,Phone,2023-06-01 19:24:34,2023-06-01 17:20:34,1.0,Technical Issue,17.34277777777778,2,Standard Service,3,USA,37.0902,-95.7129,False,0.11532177979946823
6534,Anthony Davis,43,Male,Canon EOS,2021-10-02,Billing inquiry,Refund request,Closed,Critical,Social media,2023-06-01 01:08:39,2023-06-01 02:32:39,4.0,Billing,2.544166666666666,4,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,1.5722240419259748
6536,Rachel Massey,36,Female,iPhone,2021-12-12,Cancellation request,Delivery problem,Closed,High,Email,2023-06-01 15:44:43,2023-06-01 18:11:43,5.0,Order & Delivery,18.19527777777778,3,Fast & Satisfied,1,India,20.5937,78.9629,True,0.16487794452162496
6540,Amy Lara,69,Female,Bose QuietComfort,2020-06-23,Technical issue,Product recommendation,Closed,Low,Phone,2023-06-01 19:55:47,2023-06-01 01:34:47,2.0,Other,1.579722222222222,1,Standard Service,3,Germany,51.1657,10.4515,False,0.6330226833128187
6544,Samantha Joseph,45,Female,Xbox,2020-06-13,Technical issue,Product compatibility,Closed,High,Chat,2023-06-01 14:51:52,2023-06-01 03:20:52,3.0,Other,3.347777777777778,3,High Priority Issues,2,USA,37.0902,-95.7129,False,0.8961168270826418
6551,Amanda Sanchez,30,Male,Nest Thermostat,2021-09-15,Technical issue,Hardware issue,Closed,Low,Chat,2023-06-01 14:20:00,2023-06-01 14:33:00,4.0,Technical Issue,14.55,1,Fast & Satisfied,1,Germany,51.1657,10.4515,False,0.06872852233676975
6561,Claudia Phillips,43,Male,LG OLED,2020-05-08,Cancellation request,Software bug,Closed,Critical,Phone,2023-06-01 15:46:15,2023-06-01 09:40:15,2.0,Technical Issue,9.670833333333333,4,High Priority Issues,2,USA,37.0902,-95.7129,False,0.4136148211977596
6563,Thomas Chang,37,Female,Apple AirPods,2021-11-30,Cancellation request,Product compatibility,Closed,High,Email,2023-06-01 18:44:17,2023-06-01 07:34:17,2.0,Other,7.571388888888889,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.39622849176358366
6568,Savannah Gonzales MD,32,Other,LG OLED,2021-07-20,Technical issue,Refund request,Closed,Critical,Email,2023-06-01 02:13:23,2023-06-01 16:08:23,4.0,Billing,16.13972222222222,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.24783573997900288
6570,Joseph Vaughn,51,Other,Philips Hue Lights,2021-09-29,Technical issue,Product setup,Closed,Critical,Social media,2023-06-01 16:36:26,2023-06-01 17:32:26,4.0,Other,17.54055555555556,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.22804294808855663
6571,Tara Guzman,37,Male,iPhone,2020-07-05,Refund request,Product compatibility,Closed,High,Email,2023-06-01 01:18:27,2023-06-01 07:35:27,5.0,Other,7.590833333333333,3,Fast & Satisfied,1,India,20.5937,78.9629,False,0.3952135250850807
6582,Paul Miller,59,Male,Apple AirPods,2021-04-19,Cancellation request,Data loss,Closed,Critical,Chat,2023-06-01 21:38:44,2023-06-01 03:53:44,1.0,Other,3.895555555555556,4,High Priority Issues,2,UK,55.3781,-3.436,False,1.0268111808328577
6584,Patricia Garcia,27,Female,Nest Thermostat,2021-01-10,Billing inquiry,Product compatibility,Closed,Low,Chat,2023-06-01 10:14:46,2023-06-01 12:49:46,3.0,Other,12.82944444444444,1,Standard Service,3,UK,55.3781,-3.436,False,0.07794569783051143
6587,Robert Simpson,33,Other,Fitbit Charge,2020-12-23,Product inquiry,Product recommendation,Closed,High,Social media,2023-06-01 15:22:49,2023-06-01 16:34:49,3.0,Other,16.58027777777778,3,High Priority Issues,2,Germany,51.1657,10.4515,False,0.180937861247466
6590,Seth Edwards,57,Other,Nest Thermostat,2020-07-07,Product inquiry,Software bug,Closed,Critical,Email,2023-06-01 16:30:53,2023-06-01 01:35:53,1.0,Technical Issue,1.598055555555556,4,High Priority Issues,2,UK,55.3781,-3.436,False,2.503041891187206
6591,Tanya Murray,68,Female,Autodesk AutoCAD,2021-03-28,Refund request,Product compatibility,Closed,Critical,Email,2023-06-01 15:37:54,2023-06-01 14:08:54,1.0,Other,14.14833333333333,4,High Priority Issues,2,India,20.5937,78.9629,False,0.28271881258098724
6592,Brian Kelley,41,Female,Amazon Echo,2020-12-24,Technical issue,Network problem,Closed,Medium,Phone,2023-06-01 12:58:56,2023-06-01 08:24:56,4.0,Other,8.415555555555555,2,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.23765513599155005
6593,Amy Watts,31,Male,HP Pavilion,2020-08-06,Technical issue,Refund request,Closed,Critical,Social media,2023-06-01 00:21:57,2023-06-01 11:34:57,2.0,Billing,11.5825,4,High Priority Issues,2,UK,55.3781,-3.436,False,0.34534858622922515
6595,Rachel Garrett,57,Male,Bose QuietComfort,2020-10-12,Refund request,Refund request,Closed,Medium,Email,2023-06-01 12:29:59,2023-06-01 08:08:59,1.0,Billing,8.149722222222222,2,Standard Service,3,Canada,56.1304,-106.3468,False,0.24540713725757526
6598,Lisa White,39,Male,Canon DSLR Camera,2020-08-06,Cancellation request,Hardware issue,Closed,Medium,Email,2023-06-01 06:57:01,2023-06-01 18:46:01,2.0,Technical Issue,18.76694444444444,2,Standard Service,3,USA,37.0902,-95.7129,True,0.10657035863885972
6599,Christian Olson,39,Male,Sony Xperia,2020-08-17,Product inquiry,Display issue,Closed,High,Email,2023-06-01 13:49:02,2023-06-01 16:24:02,5.0,Technical Issue,16.40055555555556,3,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.18292063276989257
6601,Allison Hart,67,Female,Canon DSLR Camera,2021-04-04,Cancellation request,Account access,Closed,High,Social media,2023-06-01 20:04:04,2023-06-01 12:27:04,2.0,Authentication,12.45111111111111,3,High Priority Issues,2,UK,55.3781,-3.436,False,0.24094235231126185
6603,Colleen Green,55,Other,Apple AirPods,2021-06-27,Refund request,Battery life,Closed,Critical,Phone,2023-06-01 18:14:07,2023-06-01 14:42:07,3.0,Other,14.70194444444444,4,High Priority Issues,2,USA,37.0902,-95.7129,False,0.27207285506452294
6607,Grace Wyatt,66,Female,Google Pixel,2020-10-20,Cancellation request,Product recommendation,Closed,Low,Chat,2023-06-01 17:03:13,2023-06-01 19:35:13,5.0,Other,19.58694444444444,1,Fast & Satisfied,1,India,20.5937,78.9629,True,0.05105441549785147
6620,Benjamin Smith,59,Male,Google Nest,2021-04-14,Billing inquiry,Software bug,Closed,Medium,Email,2023-06-01 11:29:31,2023-06-01 09:22:31,3.0,Technical Issue,9.375277777777777,2,Standard Service,3,USA,37.0902,-95.7129,False,0.21332701253296202
6621,Veronica Bentley,53,Female,Microsoft Office,2020-05-26,Product inquiry,Product recommendation,Closed,Low,Chat,2023-06-01 18:29:32,2023-06-01 11:08:32,3.0,Other,11.14222222222222,1,Standard Service,3,India,20.5937,78.9629,False,0.08974870362983647
6622,Patricia Wolf,38,Female,Samsung Soundbar,2021-06-01,Technical issue,Network problem,Closed,Medium,Phone,2023-06-01 15:24:34,2023-06-01 21:59:34,2.0,Other,21.99277777777778,2,Standard Service,3,Canada,56.1304,-106.3468,True,0.09093894460302625
6624,Jimmy Thompson,37,Male,Asus ROG,2021-02-13,Refund request,Product recommendation,Closed,High,Social media,2023-06-01 20:09:37,2023-06-01 23:59:37,5.0,Other,23.99361111111111,3,Fast & Satisfied,1,USA,37.0902,-95.7129,True,0.12503328432337313
6626,Adam Delgado,65,Male,Fitbit Charge,2020-02-18,Refund request,Network problem,Closed,Medium,Phone,2023-06-01 22:44:40,2023-06-01 06:23:40,2.0,Other,6.394444444444445,2,Standard Service,3,India,20.5937,78.9629,False,0.31277150304083406
6630,John Perez,33,Other,Samsung Soundbar,2021-06-04,Refund request,Refund request,Closed,High,Email,2023-06-01 03:07:47,2023-06-01 14:23:47,5.0,Billing,14.39638888888889,3,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.20838559052231462
6631,Aaron Kelly,27,Other,Bose SoundLink Speaker,2020-11-04,Technical issue,Software bug,Closed,Low,Social media,2023-06-02 00:05:48,2023-06-01 20:35:48,3.0,Technical Issue,20.59666666666667,1,Standard Service,3,UK,55.3781,-3.436,True,0.04855154555753357
6634,Joanna Rubio,48,Male,GoPro Action Camera,2021-12-24,Refund request,Battery life,Closed,Critical,Social media,2023-06-01 10:26:53,2023-06-01 10:07:53,4.0,Other,10.13138888888889,4,Fast & Satisfied,1,USA,37.0902,-95.7129,False,0.3948126011021851
6638,Crystal Castro,54,Male,Xbox,2021-02-05,Technical issue,Cancellation request,Closed,High,Chat,2023-06-01 08:35:58,2023-06-01 10:59:58,1.0,Feature Request,10.99944444444444,3,High Priority Issues,2,Canada,56.1304,-106.3468,False,0.272741047527653
6640,Bonnie Stevenson,19,Female,PlayStation,2021-09-23,Cancellation request,Account access,Closed,High,Email,2023-06-01 19:45:02,2023-06-01 20:10:02,2.0,Authentication,20.16722222222222,3,High Priority Issues,2,UK,55.3781,-3.436,True,0.1487562326106719
6646,Kayla Thompson,31,Other,Roomba Robot Vacuum,2020-10-04,Billing inquiry,Account access,Closed,Low,Phone,2023-06-01 10:43:09,2023-06-01 22:00:09,2.0,Authentication,22.0025,1,Standard Service,3,USA,37.0902,-95.7129,True,0.04544938075218725
6649,Melissa Valentine,46,Male,Nest Thermostat,2020-04-20,Cancellation request,Network problem,Closed,Low,Social media,2023-06-01 05:18:14,2023-06-01 10:27:14,2.0,Other,10.45388888888889,1,Standard Service,3,India,20.5937,78.9629,False,0.0956581814316841
6650,Yvette Smith,38,Female,Nest Thermostat,2020-12-01,Product inquiry,Battery life,Closed,Critical,Social media,2023-06-01 00:51:15,2023-06-01 23:43:15,3.0,Other,23.72083333333333,4,High Priority Issues,2,India,20.5937,78.9629,True,0.1686281398208326
6651,Edward Garcia,24,Female,Roomba Robot Vacuum,2020-05-24,Technical issue,Software bug,Closed,High,Phone,2023-06-01 17:16:17,2023-06-01 11:27:17,4.0,Technical Issue,11.45472222222222,3,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.2619007202269807
6652,Julian West,46,Female,Samsung Soundbar,2020-07-23,Cancellation request,Product recommendation,Closed,Critical,Phone,2023-06-01 19:48:19,2023-06-01 00:31:19,3.0,Other,0.5219444444444444,4,High Priority Issues,2,Germany,51.1657,10.4515,False,7.6636508781266635
6653,Meghan Adams,24,Female,Bose QuietComfort,2021-07-24,Billing inquiry,Network problem,Closed,Critical,Phone,2023-06-01 23:01:21,2023-06-01 15:55:21,1.0,Other,15.9225,4,High Priority Issues,2,Germany,51.1657,10.4515,False,0.25121683152771235
6654,Mark Chandler DDS,60,Male,GoPro Hero,2020-11-11,Refund request,Peripheral compatibility,Closed,Low,Chat,2023-06-01 18:01:23,2023-06-01 20:22:23,5.0,Other,20.37305555555556,1,Fast & Satisfied,1,Germany,51.1657,10.4515,True,0.04908443886942175
6657,Shaun Palmer,28,Male,Nest Thermostat,2020-10-15,Billing inquiry,Product recommendation,Closed,Low,Phone,2023-06-01 12:51:26,2023-06-01 23:30:26,4.0,Other,23.50722222222222,1,Fast & Satisfied,1,India,20.5937,78.9629,True,0.04254011769432562
6659,George Scott,26,Male,LG OLED,2020-11-02,Refund request,Display issue,Closed,Low,Email,2023-06-01 15:19:27,2023-06-01 11:22:27,3.0,Technical Issue,11.37416666666667,1,Standard Service,3,Germany,51.1657,10.4515,False,0.0879185288299509
6660,Elizabeth Waller MD,65,Female,Google Pixel,2021-01-02,Cancellation request,Software bug,Closed,Medium,Chat,2023-06-01 02:25:29,2023-06-01 01:25:29,3.0,Technical Issue,1.424722222222222,2,Standard Service,3,USA,37.0902,-95.7129,False,1.4037824137258728
6666,Daniel Schroeder,61,Female,Microsoft Office,2020-11-20,Billing inquiry,Product compatibility,Closed,High,Email,2023-06-01 09:19:34,2023-06-01 06:53:34,4.0,Other,6.892777777777778,3,Fast & Satisfied,1,Canada,56.1304,-106.3468,False,0.43523817199967757
6670,Tami Elliott,48,Female,Microsoft Xbox Controller,2020-01-20,Product inquiry,Data loss,Closed,Low,Email,2023-06-01 11:41:40,2023-06-01 13:45:40,4.0,Other,13.76111111111111,1,Fast & Satisfied,1,UK,55.3781,-3.436,False,0.07266855066612839
6678,John Moore,68,Female,MacBook Pro,2021-03-30,Technical issue,Network problem,Closed,Critical,Chat,2023-06-01 07:14:52,2023-06-01 01:41:52,5.0,Other,1.697777777777778,4,Fast & Satisfied,1,India,20.5937,78.9629,False,2.3560209424083767
