Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,First_Response_Minutes,First_Response_Date,Average_First_Response_Minutes,Priority_Avg_Response,Location,Latitude,Longitude
7497,Tony Nash,36,Other,Samsung Soundbar,2021-01-10,Refund request,Data loss,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7500,Jeffrey Hall,56,Male,LG Washing Machine,2020-04-30,Cancellation request,Software bug,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7501,Thomas Allen,23,Male,Nikon D,2020-08-08,Refund request,Payment issue,Pending Customer Response,Low,Phone,0.0,36,2023-06-01,30,20,India,20.5937,78.9629
7502,Robin Wilson,63,Male,Nintendo Switch,2021-11-02,Cancellation request,Software bug,Closed,High,Chat,4.0,37,2023-06-01,30,20,UK,55.3781,-3.436
7503,Margaret Glover,20,Male,Apple AirPods,2020-01-11,Billing inquiry,Refund request,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
7504,Tammy Scott,44,Male,Canon DSLR Camera,2021-10-08,Product inquiry,Software bug,Closed,Low,Chat,3.0,32,2023-06-01,30,20,UK,55.3781,-3.436
7505,Dana Jones,20,Male,Nest Thermostat,2021-01-06,Cancellation request,Hardware issue,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7507,Madeline Nguyen,59,Male,Xbox,2021-06-21,Technical issue,Battery life,Closed,Critical,Phone,2.0,51,2023-06-01,30,20,India,20.5937,78.9629
7510,Janice Washington,68,Female,Amazon Echo,2020-02-06,Refund request,Installation support,Closed,High,Chat,3.0,11,2023-06-01,30,20,UK,55.3781,-3.436
7511,Melanie Walker,57,Other,Asus ROG,2020-12-02,Cancellation request,Product setup,Pending Customer Response,Medium,Email,0.0,11,2023-06-01,30,20,USA,37.0902,-95.7129
7512,Walter Frazier,40,Female,Philips Hue Lights,2021-08-30,Cancellation request,Product recommendation,Closed,Medium,Email,2.0,30,2023-06-01,30,20,USA,37.0902,-95.7129
7514,Robert Carroll,50,Other,Bose SoundLink Speaker,2021-08-05,Technical issue,Product compatibility,Closed,Low,Chat,5.0,21,2023-06-01,30,20,UK,55.3781,-3.436
7515,Ashley Michael,31,Female,Fitbit Charge,2021-09-17,Technical issue,Display issue,Pending Customer Response,High,Chat,0.0,50,2023-06-01,30,20,UK,55.3781,-3.436
7517,Kelly Horton,60,Female,Microsoft Xbox Controller,2020-08-18,Technical issue,Product setup,Closed,Low,Phone,2.0,11,2023-06-01,30,20,India,20.5937,78.9629
7518,Keith Gutierrez,44,Male,Canon EOS,2021-12-25,Technical issue,Battery life,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7519,Megan Evans,23,Male,Lenovo ThinkPad,2021-01-18,Technical issue,Data loss,Closed,Low,Email,5.0,28,2023-06-01,30,20,USA,37.0902,-95.7129
7520,Patrick Martin,19,Other,Canon EOS,2020-10-21,Cancellation request,Peripheral compatibility,Closed,Critical,Email,1.0,21,2023-06-01,30,20,USA,37.0902,-95.7129
7521,Deborah Rangel,67,Male,Asus ROG,2020-07-31,Technical issue,Product setup,Closed,Low,Chat,5.0,11,2023-06-01,30,20,UK,55.3781,-3.436
7523,Susan Martin,19,Male,GoPro Hero,2021-12-20,Refund request,Peripheral compatibility,Closed,Critical,Phone,4.0,12,2023-06-01,30,20,India,20.5937,78.9629
7525,Edgar Cowan,37,Male,MacBook Pro,2021-05-28,Technical issue,Account access,Pending Customer Response,Medium,Phone,0.0,6,2023-06-01,30,20,India,20.5937,78.9629
7526,Katie Chase,56,Other,Garmin Forerunner,2021-12-26,Billing inquiry,Network problem,Closed,High,Email,2.0,27,2023-06-01,30,20,USA,37.0902,-95.7129
7527,Natalie Norris,42,Male,HP Pavilion,2020-03-06,Technical issue,Delivery problem,Pending Customer Response,High,Chat,0.0,39,2023-06-01,30,20,UK,55.3781,-3.436
7528,Dr. Jillian Barber,43,Other,GoPro Hero,2021-12-01,Technical issue,Data loss,Closed,Medium,Email,5.0,53,2023-06-01,30,20,USA,37.0902,-95.7129
7529,Robert Wilson,30,Female,Canon EOS,2021-11-07,Billing inquiry,Delivery problem,Pending Customer Response,Critical,Email,0.0,39,2023-06-01,30,20,USA,37.0902,-95.7129
7530,Jodi Cowan,48,Other,LG Smart TV,2021-02-15,Technical issue,Software bug,Pending Customer Response,Low,Email,0.0,1,2023-06-01,30,20,USA,37.0902,-95.7129
7531,William Hensley MD,42,Other,Bose QuietComfort,2021-01-10,Technical issue,Hardware issue,Closed,High,Chat,1.0,46,2023-06-01,30,20,UK,55.3781,-3.436
7532,Michael Holland,43,Female,Sony PlayStation,2021-01-31,Refund request,Data loss,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7533,John Lawrence,26,Other,LG Smart TV,2020-07-23,Cancellation request,Hardware issue,Closed,High,Email,1.0,58,2023-06-01,30,20,USA,37.0902,-95.7129
7534,Michael Allen,50,Male,Sony 4K HDR TV,2021-07-21,Product inquiry,Hardware issue,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7535,Monique Nixon,67,Male,Lenovo ThinkPad,2021-06-23,Technical issue,Product setup,Pending Customer Response,Critical,Email,0.0,25,2023-06-01,30,20,USA,37.0902,-95.7129
7537,Abigail White PhD,40,Other,Asus ROG,2020-09-25,Billing inquiry,Display issue,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7539,John Johnson,24,Female,Google Nest,2021-02-04,Billing inquiry,Product setup,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
7540,Timothy Watson,46,Female,Nest Thermostat,2020-03-07,Cancellation request,Display issue,Closed,High,Phone,4.0,15,2023-06-01,30,20,India,20.5937,78.9629
7541,Alexandria Burke,70,Other,Google Pixel,2020-11-08,Technical issue,Product recommendation,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7542,Rebecca Collins,42,Male,Google Pixel,2020-10-23,Product inquiry,Refund request,Closed,Medium,Email,1.0,45,2023-06-01,30,20,USA,37.0902,-95.7129
7543,Jeffrey Lyons,68,Male,HP Pavilion,2021-03-25,Refund request,Delivery problem,Closed,Critical,Chat,1.0,45,2023-06-01,30,20,UK,55.3781,-3.436
7544,Don Sloan,52,Other,Apple AirPods,2021-10-02,Refund request,Product recommendation,Closed,High,Email,5.0,51,2023-06-01,30,20,USA,37.0902,-95.7129
7545,John Campbell,58,Male,Dell XPS,2021-02-15,Refund request,Display issue,Pending Customer Response,Low,Email,0.0,46,2023-06-01,30,20,USA,37.0902,-95.7129
7546,Raymond Sanchez,49,Female,Apple AirPods,2020-03-21,Product inquiry,Account access,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
7547,Amy Campbell,58,Female,LG Smart TV,2021-08-29,Billing inquiry,Delivery problem,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7551,James Franco,64,Male,GoPro Hero,2020-07-08,Technical issue,Data loss,Pending Customer Response,Medium,Email,0.0,23,2023-06-01,30,20,USA,37.0902,-95.7129
7553,Katrina Allen,42,Other,LG Washing Machine,2020-05-07,Technical issue,Cancellation request,Pending Customer Response,High,Chat,0.0,43,2023-06-01,30,20,UK,55.3781,-3.436
7554,Alexander Walton,41,Male,Samsung Galaxy,2020-12-27,Billing inquiry,Cancellation request,Pending Customer Response,Medium,Phone,0.0,18,2023-06-01,30,20,India,20.5937,78.9629
7555,Alison Thompson,59,Female,Garmin Forerunner,2021-05-25,Product inquiry,Hardware issue,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7556,Robert Miller,44,Female,Fitbit Versa Smartwatch,2021-05-12,Technical issue,Hardware issue,Closed,Critical,Email,2.0,8,2023-06-01,30,20,USA,37.0902,-95.7129
7557,Daniel Adams,60,Male,Sony 4K HDR TV,2021-10-31,Technical issue,Installation support,Pending Customer Response,Low,Phone,0.0,26,2023-06-01,30,20,India,20.5937,78.9629
7558,Kenneth Reed,51,Male,Autodesk AutoCAD,2021-11-17,Refund request,Data loss,Closed,Low,Chat,4.0,15,2023-06-01,30,20,UK,55.3781,-3.436
7559,Rebecca Salas,62,Other,Samsung Galaxy,2020-05-31,Technical issue,Peripheral compatibility,Closed,High,Email,2.0,26,2023-06-01,30,20,USA,37.0902,-95.7129
7560,Charles Pennington,31,Female,Nintendo Switch,2021-05-14,Refund request,Software bug,Open,Medium,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7561,Michael Brown,60,Other,MacBook Pro,2020-11-13,Billing inquiry,Peripheral compatibility,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7562,Yvette Randolph,41,Male,Samsung Soundbar,2020-07-27,Billing inquiry,Network problem,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7563,Kristie Soto,45,Male,Google Nest,2021-02-21,Product inquiry,Delivery problem,Closed,Medium,Phone,3.0,36,2023-06-01,30,20,India,20.5937,78.9629
7564,Sheryl Smith,35,Other,Canon EOS,2021-01-28,Cancellation request,Battery life,Pending Customer Response,Low,Chat,0.0,7,2023-06-01,30,20,UK,55.3781,-3.436
7565,Christopher Cabrera,48,Other,GoPro Action Camera,2020-06-04,Billing inquiry,Account access,Pending Customer Response,Low,Chat,0.0,20,2023-06-01,30,20,UK,55.3781,-3.436
7566,Ms. Judith Fisher,43,Other,LG Smart TV,2020-08-13,Cancellation request,Software bug,Pending Customer Response,Medium,Email,0.0,12,2023-06-01,30,20,USA,37.0902,-95.7129
7567,Jody Bennett,25,Other,MacBook Pro,2020-02-20,Cancellation request,Cancellation request,Pending Customer Response,High,Phone,0.0,8,2023-06-01,30,20,India,20.5937,78.9629
7568,Vanessa Hill,40,Female,Adobe Photoshop,2020-08-06,Cancellation request,Refund request,Closed,High,Chat,4.0,46,2023-06-01,30,20,UK,55.3781,-3.436
7569,Cesar Brown,46,Female,Nintendo Switch,2020-02-17,Cancellation request,Refund request,Closed,Medium,Chat,5.0,41,2023-06-01,30,20,UK,55.3781,-3.436
7570,Stephanie Fleming,55,Female,Google Pixel,2021-03-31,Billing inquiry,Network problem,Open,High,Phone,0.0,0,,30,20,India,20.5937,78.9629
7572,Kenneth Norris,42,Other,Sony Xperia,2021-07-04,Refund request,Display issue,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7573,Ashley Ball,54,Female,Garmin Forerunner,2020-08-09,Cancellation request,Data loss,Closed,High,Email,3.0,30,2023-06-01,30,20,USA,37.0902,-95.7129
7574,Robert Jones,48,Female,Philips Hue Lights,2020-08-09,Technical issue,Account access,Pending Customer Response,Low,Phone,0.0,17,2023-06-01,30,20,India,20.5937,78.9629
7575,Cynthia Conrad,33,Female,Amazon Echo,2020-07-26,Refund request,Battery life,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7576,Cory Sutton,62,Female,LG OLED,2021-10-28,Product inquiry,Data loss,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7577,Vanessa Cochran,64,Male,Autodesk AutoCAD,2021-11-02,Billing inquiry,Network problem,Closed,Critical,Email,2.0,13,2023-06-01,30,20,USA,37.0902,-95.7129
7579,Elizabeth Robinson,37,Other,Nintendo Switch Pro Controller,2021-12-21,Product inquiry,Peripheral compatibility,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7580,Sherry Khan,19,Female,PlayStation,2021-09-10,Cancellation request,Software bug,Pending Customer Response,Critical,Phone,0.0,19,2023-06-01,30,20,India,20.5937,78.9629
7581,Angela Tanner,37,Other,GoPro Action Camera,2021-09-22,Refund request,Battery life,Closed,Low,Chat,2.0,37,2023-06-01,30,20,UK,55.3781,-3.436
7582,Gabriel Conner,68,Female,iPhone,2020-02-25,Technical issue,Refund request,Closed,High,Email,2.0,17,2023-06-01,30,20,USA,37.0902,-95.7129
7583,Kristen Alvarez,43,Male,Sony 4K HDR TV,2020-02-23,Technical issue,Hardware issue,Pending Customer Response,Critical,Chat,0.0,5,2023-06-01,30,20,UK,55.3781,-3.436
7584,Sara Jones,45,Other,Dell XPS,2021-03-10,Refund request,Display issue,Closed,Critical,Chat,2.0,31,2023-06-01,30,20,UK,55.3781,-3.436
7585,David Rivera,25,Other,Roomba Robot Vacuum,2020-04-08,Product inquiry,Peripheral compatibility,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7586,Lisa Cox,34,Male,LG Washing Machine,2020-02-08,Refund request,Hardware issue,Closed,High,Phone,5.0,27,2023-06-01,30,20,India,20.5937,78.9629
7587,Denise Lopez,59,Male,Lenovo ThinkPad,2020-04-13,Cancellation request,Data loss,Pending Customer Response,Low,Phone,0.0,30,2023-06-02,30,20,India,20.5937,78.9629
7588,Debbie Lin,51,Female,Canon EOS,2021-11-04,Product inquiry,Installation support,Pending Customer Response,Low,Email,0.0,15,2023-06-01,30,20,USA,37.0902,-95.7129
7589,Jeremiah Jones,69,Male,Google Pixel,2021-03-23,Cancellation request,Cancellation request,Closed,Critical,Email,1.0,9,2023-06-01,30,20,USA,37.0902,-95.7129
7590,Arthur Mccullough,60,Other,Nest Thermostat,2020-11-27,Billing inquiry,Data loss,Pending Customer Response,Critical,Phone,0.0,5,2023-06-01,30,20,India,20.5937,78.9629
7591,Julia Garcia,40,Male,Microsoft Xbox Controller,2021-09-16,Cancellation request,Product setup,Closed,High,Phone,2.0,16,2023-06-01,30,20,India,20.5937,78.9629
7592,Sheila Buckley,23,Male,Bose SoundLink Speaker,2020-02-16,Billing inquiry,Software bug,Closed,Critical,Phone,2.0,30,2023-06-01,30,20,India,20.5937,78.9629
7593,Eddie Walker,52,Other,Bose QuietComfort,2021-05-08,Refund request,Hardware issue,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7594,Mark Moreno,69,Male,Canon DSLR Camera,2020-11-02,Refund request,Delivery problem,Pending Customer Response,Medium,Chat,0.0,43,2023-06-01,30,20,UK,55.3781,-3.436
7595,Daniel Moran,69,Male,Sony Xperia,2021-12-02,Cancellation request,Cancellation request,Closed,High,Email,5.0,16,2023-06-01,30,20,USA,37.0902,-95.7129
7596,Christopher English,22,Female,Nest Thermostat,2021-11-16,Billing inquiry,Product compatibility,Closed,Medium,Email,3.0,5,2023-06-01,30,20,USA,37.0902,-95.7129
7597,Joshua Edwards,47,Other,Bose QuietComfort,2021-11-29,Product inquiry,Product recommendation,Pending Customer Response,Medium,Phone,0.0,2,2023-06-01,30,20,India,20.5937,78.9629
7598,Christina Mckinney,24,Male,MacBook Pro,2021-12-06,Billing inquiry,Account access,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7599,Kelsey Lin,60,Male,Microsoft Office,2020-06-17,Refund request,Installation support,Closed,Low,Chat,3.0,6,2023-06-01,30,20,UK,55.3781,-3.436
7600,Alexander Henry,25,Female,PlayStation,2020-10-17,Refund request,Data loss,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7602,Carl Hardin,27,Male,Sony PlayStation,2020-02-12,Refund request,Account access,Closed,Critical,Chat,5.0,28,2023-06-01,30,20,UK,55.3781,-3.436
7603,George Lloyd,64,Female,Bose QuietComfort,2021-01-16,Cancellation request,Hardware issue,Pending Customer Response,Critical,Phone,0.0,3,2023-06-01,30,20,India,20.5937,78.9629
7605,Charles Callahan,70,Female,LG Washing Machine,2020-06-11,Cancellation request,Refund request,Pending Customer Response,Medium,Chat,0.0,23,2023-06-01,30,20,UK,55.3781,-3.436
7606,Joshua Lynch,51,Male,PlayStation,2021-06-16,Refund request,Refund request,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7610,Nathan Robertson DDS,38,Other,Nest Thermostat,2020-04-01,Product inquiry,Display issue,Closed,Critical,Email,3.0,58,2023-06-01,30,20,USA,37.0902,-95.7129
7613,Jenna Clayton,27,Male,Fitbit Charge,2020-10-23,Billing inquiry,Product compatibility,Closed,Medium,Phone,3.0,31,2023-06-01,30,20,India,20.5937,78.9629
7614,Janice Larson,62,Female,Bose SoundLink Speaker,2021-04-11,Billing inquiry,Battery life,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7615,Jared King,36,Male,Xbox,2020-03-27,Technical issue,Product compatibility,Closed,High,Phone,2.0,40,2023-06-01,30,20,India,20.5937,78.9629
7616,Elizabeth King,68,Other,LG Washing Machine,2021-08-11,Billing inquiry,Battery life,Pending Customer Response,High,Chat,0.0,26,2023-06-01,30,20,UK,55.3781,-3.436
7617,James Scott,24,Female,Samsung Galaxy,2020-05-30,Technical issue,Product setup,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7619,Melinda Mccann,25,Other,MacBook Pro,2020-11-11,Billing inquiry,Data loss,Closed,Medium,Phone,1.0,57,2023-06-01,30,20,India,20.5937,78.9629
7620,Anne Deleon,52,Other,Bose SoundLink Speaker,2020-04-03,Product inquiry,Product compatibility,Pending Customer Response,Medium,Phone,0.0,34,2023-06-01,30,20,India,20.5937,78.9629
7621,Thomas Robinson,68,Female,Amazon Kindle,2020-06-04,Refund request,Cancellation request,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7622,Harold Booker,29,Other,LG Washing Machine,2021-12-10,Product inquiry,Payment issue,Pending Customer Response,High,Email,0.0,37,2023-06-01,30,20,USA,37.0902,-95.7129
7623,David Moran,30,Male,iPhone,2021-03-04,Billing inquiry,Peripheral compatibility,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7625,April Mcdaniel,53,Other,MacBook Pro,2021-09-04,Refund request,Product compatibility,Closed,Medium,Chat,2.0,27,2023-06-01,30,20,UK,55.3781,-3.436
7626,Ashley Smith,59,Female,Roomba Robot Vacuum,2020-05-29,Billing inquiry,Delivery problem,Pending Customer Response,Medium,Chat,0.0,32,2023-06-01,30,20,UK,55.3781,-3.436
7627,Marissa Werner,44,Male,Adobe Photoshop,2020-10-31,Billing inquiry,Refund request,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7628,Laurie Buck,31,Female,Lenovo ThinkPad,2020-01-22,Technical issue,Delivery problem,Closed,Low,Email,5.0,38,2023-06-01,30,20,USA,37.0902,-95.7129
7630,Michael Ryan,48,Other,Canon DSLR Camera,2021-09-21,Cancellation request,Software bug,Closed,Medium,Email,5.0,52,2023-06-01,30,20,USA,37.0902,-95.7129
7631,Alyssa Spence,65,Other,LG Smart TV,2021-04-26,Cancellation request,Cancellation request,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7632,Tiffany Williams,32,Female,LG OLED,2020-01-28,Refund request,Network problem,Pending Customer Response,Medium,Email,0.0,16,2023-06-01,30,20,USA,37.0902,-95.7129
7633,Susan Rowe PhD,53,Male,Bose SoundLink Speaker,2020-02-07,Technical issue,Product compatibility,Pending Customer Response,Low,Phone,0.0,12,2023-06-01,30,20,India,20.5937,78.9629
7634,Denise Morton,35,Male,Nest Thermostat,2020-10-02,Refund request,Network problem,Open,Low,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7636,Ronald Guerrero,23,Other,Philips Hue Lights,2021-05-09,Refund request,Network problem,Pending Customer Response,Low,Chat,0.0,10,2023-06-01,30,20,UK,55.3781,-3.436
7637,Shawn Vasquez,18,Other,Nintendo Switch Pro Controller,2021-08-16,Billing inquiry,Hardware issue,Pending Customer Response,Critical,Chat,0.0,42,2023-06-01,30,20,UK,55.3781,-3.436
7638,Rebecca Garcia,48,Male,Nest Thermostat,2020-01-10,Billing inquiry,Payment issue,Pending Customer Response,High,Phone,0.0,19,2023-06-01,30,20,India,20.5937,78.9629
7639,Tom Mitchell,24,Other,Apple AirPods,2021-02-04,Technical issue,Network problem,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7640,Charles Hunter,21,Other,Nintendo Switch Pro Controller,2020-09-10,Product inquiry,Data loss,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7642,Margaret Cruz,23,Male,Nikon D,2020-02-08,Billing inquiry,Display issue,Pending Customer Response,Medium,Phone,0.0,58,2023-06-01,30,20,India,20.5937,78.9629
7643,Gabriela Warren,32,Other,Xbox,2020-11-25,Cancellation request,Refund request,Pending Customer Response,Low,Chat,0.0,43,2023-06-01,30,20,UK,55.3781,-3.436
7644,Ruth Lewis,26,Other,Nintendo Switch Pro Controller,2021-02-02,Technical issue,Display issue,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7646,Billy Prince,57,Female,Xbox,2020-05-28,Refund request,Cancellation request,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7647,Diane Mills,27,Other,Canon DSLR Camera,2021-03-28,Billing inquiry,Hardware issue,Closed,High,Phone,5.0,36,2023-06-01,30,20,India,20.5937,78.9629
7649,Mark Bass,24,Other,Autodesk AutoCAD,2020-02-21,Refund request,Network problem,Closed,High,Email,1.0,49,2023-06-01,30,20,USA,37.0902,-95.7129
7651,Lori Kelley,64,Male,Google Nest,2020-05-15,Product inquiry,Software bug,Open,Medium,Phone,0.0,0,,30,20,India,20.5937,78.9629
7652,Ryan Castillo,20,Female,Canon EOS,2021-09-24,Product inquiry,Data loss,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7653,Nichole Rice,66,Male,LG Smart TV,2020-01-16,Technical issue,Network problem,Pending Customer Response,Medium,Chat,0.0,32,2023-06-01,30,20,UK,55.3781,-3.436
7654,Sarah Hill,35,Other,Fitbit Versa Smartwatch,2021-04-22,Billing inquiry,Data loss,Pending Customer Response,Critical,Email,0.0,6,2023-06-01,30,20,USA,37.0902,-95.7129
7655,Timothy Anderson,24,Other,iPhone,2020-08-12,Technical issue,Account access,Closed,Low,Chat,5.0,45,2023-06-01,30,20,UK,55.3781,-3.436
7657,Jamie Cox,65,Female,Dell XPS,2020-08-31,Refund request,Cancellation request,Open,Medium,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7659,Denise Adams,59,Other,iPhone,2020-04-17,Cancellation request,Cancellation request,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7662,Robert Black,22,Male,Xbox,2021-07-16,Cancellation request,Product recommendation,Closed,Medium,Email,4.0,40,2023-06-01,30,20,USA,37.0902,-95.7129
7664,Jon Burke,18,Other,Nintendo Switch,2020-02-14,Technical issue,Refund request,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7665,Erin Chang,38,Female,Roomba Robot Vacuum,2021-12-07,Product inquiry,Delivery problem,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7666,Danielle Martin,35,Female,Autodesk AutoCAD,2020-09-20,Technical issue,Battery life,Closed,Medium,Chat,5.0,4,2023-06-01,30,20,UK,55.3781,-3.436
7668,Margaret Arnold,52,Female,Asus ROG,2021-06-03,Refund request,Refund request,Pending Customer Response,Critical,Email,0.0,28,2023-06-01,30,20,USA,37.0902,-95.7129
7669,Ashlee Park,60,Other,Philips Hue Lights,2020-06-09,Product inquiry,Delivery problem,Open,High,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7670,Cheryl Collins,53,Male,Nest Thermostat,2021-04-02,Cancellation request,Peripheral compatibility,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7672,Veronica Morgan,60,Male,MacBook Pro,2021-12-14,Product inquiry,Hardware issue,Pending Customer Response,Critical,Email,0.0,1,2023-06-01,30,20,USA,37.0902,-95.7129
7674,Janet Myers,56,Female,GoPro Hero,2021-08-17,Refund request,Refund request,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
7675,Samuel Hines,25,Female,PlayStation,2020-10-25,Billing inquiry,Display issue,Pending Customer Response,Low,Email,0.0,13,2023-06-01,30,20,USA,37.0902,-95.7129
7676,Katelyn Johnson,23,Other,Sony Xperia,2020-03-25,Technical issue,Product compatibility,Closed,High,Phone,4.0,35,2023-06-01,30,20,India,20.5937,78.9629
7678,Pamela Arnold,56,Other,Lenovo ThinkPad,2021-09-12,Refund request,Delivery problem,Closed,Critical,Phone,1.0,28,2023-06-01,30,20,India,20.5937,78.9629
7680,Holly Thompson,54,Other,Apple AirPods,2020-04-29,Refund request,Cancellation request,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7681,Jared Williams,55,Other,Nest Thermostat,2020-01-20,Cancellation request,Peripheral compatibility,Open,Critical,Email,0.0,0,,30,20,USA,37.0902,-95.7129
7682,Courtney Armstrong,34,Female,Bose QuietComfort,2020-01-14,Billing inquiry,Product compatibility,Pending Customer Response,Low,Phone,0.0,26,2023-06-01,30,20,India,20.5937,78.9629
7683,Julie Brown,39,Other,Sony 4K HDR TV,2021-03-27,Refund request,Peripheral compatibility,Closed,Low,Chat,4.0,9,2023-06-01,30,20,UK,55.3781,-3.436
7684,Karina Diaz,66,Female,Philips Hue Lights,2020-07-26,Technical issue,Delivery problem,Pending Customer Response,High,Phone,0.0,10,2023-06-01,30,20,India,20.5937,78.9629
7685,Lisa Tucker,20,Female,Amazon Echo,2021-01-07,Billing inquiry,Data loss,Pending Customer Response,High,Phone,0.0,49,2023-06-01,30,20,India,20.5937,78.9629
7688,Gregory George,20,Female,Fitbit Charge,2021-09-10,Refund request,Data loss,Open,Critical,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7689,William Butler,46,Other,GoPro Action Camera,2020-02-12,Billing inquiry,Product compatibility,Pending Customer Response,Critical,Email,0.0,34,2023-06-01,30,20,USA,37.0902,-95.7129
7690,Deborah Williams,34,Female,Nintendo Switch Pro Controller,2020-12-26,Technical issue,Hardware issue,Pending Customer Response,High,Phone,0.0,30,2023-06-01,30,20,India,20.5937,78.9629
7692,Brandon Brown,30,Female,Microsoft Surface,2021-03-24,Billing inquiry,Delivery problem,Pending Customer Response,Medium,Phone,0.0,11,2023-06-01,30,20,India,20.5937,78.9629
7694,Joan Walls,19,Male,Google Pixel,2021-02-14,Refund request,Network problem,Open,Low,Chat,0.0,0,,30,20,UK,55.3781,-3.436
7696,John Jones,46,Female,Asus ROG,2021-05-10,Technical issue,Installation support,Pending Customer Response,Medium,Phone,0.0,45,2023-06-01,30,20,India,20.5937,78.9629
7697,Stephen Lee,34,Other,Dell XPS,2021-01-19,Cancellation request,Cancellation request,Closed,Low,Email,5.0,1,2023-06-01,30,20,USA,37.0902,-95.7129
7698,Kyle Mcdaniel,19,Male,LG Smart TV,2021-10-22,Product inquiry,Product compatibility,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
7700,Amanda Ward,59,Female,Amazon Echo,2021-11-06,Cancellation request,Account access,Closed,High,Chat,1.0,13,2023-06-01,30,20,UK,55.3781,-3.436
7701,Stephanie Carroll,65,Female,Sony 4K HDR TV,2021-03-28,Cancellation request,Account access,Closed,High,Phone,4.0,52,2023-06-01,30,20,India,20.5937,78.9629
7702,Julie Andrews,47,Other,Garmin Forerunner,2020-05-18,Product inquiry,Product compatibility,Open,Critical,Phone,0.0,0,,30,20,India,20.5937,78.9629
7704,Michelle Garcia,54,Other,Google Pixel,2021-12-26,Technical issue,Delivery problem,Open,Low,Phone,0.0,0,,30,20,India,20.5937,78.9629
7707,Sandra Todd,44,Other,Roomba Robot Vacuum,2021-07-29,Cancellation request,Cancellation request,Pending Customer Response,Medium,Phone,0.0,56,2023-06-01,30,20,India,20.5937,78.9629
7708,Virginia Crosby,19,Female,Sony 4K HDR TV,2021-04-08,Cancellation request,Display issue,Pending Customer Response,Low,Email,0.0,35,2023-06-01,30,20,USA,37.0902,-95.7129
7709,Terry Cross,44,Male,Google Nest,2020-05-09,Technical issue,Product recommendation,Open,High,Chat,0.0,0,,30,20,UK,55.3781,-3.436
