Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Country,Resolution_Duration,Priority_Score,Similarity_Score,Similarity_Level,Latitude,Longitude,Country_Encoded,Resolution_Efficiency,Efficiency_Level,Satisfaction_Level,Age_Group,Is_Resolved,Cluster_ID,Cluster_Name,cluster_names,Team,Performance_Score
7578,Joshua Sullivan,65,Male,Microsoft Surface,2021-08-07,Technical issue,Network problem,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
7579,Elizabeth Robinson,37,Other,Nintendo Switch Pro Controller,2021-12-21,Product inquiry,Peripheral compatibility,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7580,Sherry Khan,19,Female,PlayStation,2021-09-10,Cancellation request,Software bug,Pending Customer Response,Critical,Phone,2023-06-01 22:18:41,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
7581,Angela Tanner,37,Other,GoPro Action Camera,2021-09-22,Refund request,Battery life,Closed,Low,Chat,2023-06-01 20:36:43,2023-06-01 05:00:43,2,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7582,Gabriel Conner,68,Female,iPhone,2020-02-25,Technical issue,Refund request,Closed,High,Email,2023-06-01 21:16:44,2023-06-01 08:07:44,2,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,0,0.7727272727272727,High Efficiency,Low Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7583,Kristen Alvarez,43,Male,Sony 4K HDR TV,2020-02-23,Technical issue,Hardware issue,Pending Customer Response,Critical,Chat,2023-06-01 01:04:46,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
7584,Sara Jones,45,Other,Dell XPS,2021-03-10,Refund request,Display issue,Closed,Critical,Chat,2023-06-01 08:30:48,2023-06-01 05:50:48,2,UK,6,4,0.0,Low,,,1,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
7585,David Rivera,25,Other,Roomba Robot Vacuum,2020-04-08,Product inquiry,Peripheral compatibility,Open,Critical,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7586,Lisa Cox,34,Male,LG Washing Machine,2020-02-08,Refund request,Hardware issue,Closed,High,Phone,2023-06-01 07:26:51,2023-06-01 05:55:51,5,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,0,0.7727272727272727,High Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
7587,Denise Lopez,59,Male,Lenovo ThinkPad,2020-04-13,Cancellation request,Data loss,Pending Customer Response,Low,Phone,2023-06-02 00:29:53,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7588,Debbie Lin,51,Female,Canon EOS,2021-11-04,Product inquiry,Installation support,Pending Customer Response,Low,Email,2023-06-01 23:14:54,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7589,Jeremiah Jones,69,Male,Google Pixel,2021-03-23,Cancellation request,Cancellation request,Closed,Critical,Email,2023-06-01 10:08:56,2023-06-01 20:40:56,1,India,10,4,0.0,Low,20.5937,78.9629,5,0.5909090909090909,Medium Efficiency,Low Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team D,80
7590,Arthur Mccullough,60,Other,Nest Thermostat,2020-11-27,Billing inquiry,Data loss,Pending Customer Response,Critical,Phone,2023-06-01 19:04:57,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7591,Julia Garcia,40,Male,Microsoft Xbox Controller,2021-09-16,Cancellation request,Product setup,Closed,High,Phone,2023-06-01 04:15:59,2023-06-01 02:50:59,2,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7592,Sheila Buckley,23,Male,Bose SoundLink Speaker,2020-02-16,Billing inquiry,Software bug,Closed,Critical,Phone,2023-06-01 19:30:00,2023-06-01 05:17:00,2,Canada,6,4,0.0,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Low Satisfaction,Youth,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7593,Eddie Walker,52,Other,Bose QuietComfort,2021-05-08,Refund request,Hardware issue,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7594,Mark Moreno,69,Male,Canon DSLR Camera,2020-11-02,Refund request,Delivery problem,Pending Customer Response,Medium,Chat,2023-06-01 12:43:04,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7595,Daniel Moran,69,Male,Sony Xperia,2021-12-02,Cancellation request,Cancellation request,Closed,High,Email,2023-06-01 14:16:04,2023-06-01 23:13:04,5,Canada,8,3,0.0,Low,56.1304,-106.3468,4,0.6818181818181818,Medium Efficiency,High Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team D,84
7596,Christopher English,22,Female,Nest Thermostat,2021-11-16,Billing inquiry,Product compatibility,Closed,Medium,Email,2023-06-01 02:05:06,2023-06-01 06:02:06,3,Germany,3,2,0.9762651087418174,High,51.1657,10.4515,3,0.9090909090909091,High Efficiency,Medium Satisfaction,Youth,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team C,94
7597,Joshua Edwards,47,Other,Bose QuietComfort,2021-11-29,Product inquiry,Product recommendation,Pending Customer Response,Medium,Phone,2023-06-01 12:02:07,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
7598,Christina Mckinney,24,Male,MacBook Pro,2021-12-06,Billing inquiry,Account access,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7599,Kelsey Lin,60,Male,Microsoft Office,2020-06-17,Refund request,Installation support,Closed,Low,Chat,2023-06-01 03:06:10,2023-06-01 07:07:10,3,India,4,1,0.642781199503898,Medium,20.5937,78.9629,5,0.8636363636363636,High Efficiency,Medium Satisfaction,Senior,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team A,92
7600,Alexander Henry,25,Female,PlayStation,2020-10-17,Refund request,Data loss,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
7601,Matthew Murphy,20,Other,Google Pixel,2020-07-23,Product inquiry,Product compatibility,Closed,High,Social media,2023-06-01 14:52:14,2023-06-01 15:02:14,5,Canada,1,3,0.9728231086942458,High,56.1304,-106.3468,2,1.0,High Efficiency,High Satisfaction,Youth,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team B,98
7602,Carl Hardin,27,Male,Sony PlayStation,2020-02-12,Refund request,Account access,Closed,Critical,Chat,2023-06-01 08:28:15,2023-06-01 16:18:15,5,Australia,7,4,0.0,Low,-25.2744,133.7751,3,0.7272727272727273,Medium Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,86
7603,George Lloyd,64,Female,Bose QuietComfort,2021-01-16,Cancellation request,Hardware issue,Pending Customer Response,Critical,Phone,2023-06-01 23:03:15,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7604,Brandon Gonzalez,63,Male,Nikon D,2020-08-24,Product inquiry,Display issue,Closed,Medium,Social media,2023-06-01 06:46:17,2023-06-01 11:59:17,2,India,5,2,0.8050463629877563,High,20.5937,78.9629,5,0.8181818181818182,High Efficiency,Low Satisfaction,Elder,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team A,90
7605,Charles Callahan,70,Female,LG Washing Machine,2020-06-11,Cancellation request,Refund request,Pending Customer Response,Medium,Chat,2023-06-01 23:23:19,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7606,Joshua Lynch,51,Male,PlayStation,2021-06-16,Refund request,Refund request,Open,Critical,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
7607,Breanna Jackson,67,Other,LG Smart TV,2021-06-30,Product inquiry,Product compatibility,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7608,Samuel Munoz,65,Other,Nikon D,2020-11-01,Refund request,Network problem,Open,Critical,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7609,Derrick Freeman,23,Male,Nikon D,2021-02-01,Technical issue,Display issue,Closed,Medium,Social media,2023-06-01 18:03:24,2023-06-01 16:25:24,2,India,6,2,0.2559980842312421,Low,20.5937,78.9629,5,0.7727272727272727,High Efficiency,Low Satisfaction,Youth,1,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7610,Nathan Robertson DDS,38,Other,Nest Thermostat,2020-04-01,Product inquiry,Display issue,Closed,Critical,Email,2023-06-01 16:58:25,2023-06-01 19:15:25,3,Australia,2,4,0.7540609549563333,High,-25.2744,133.7751,4,0.9545454545454546,High Efficiency,Medium Satisfaction,Adult,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team B,96
7611,Christopher Ferguson,22,Other,Amazon Kindle,2020-07-05,Technical issue,Product recommendation,Open,Medium,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7612,Joshua Crawford,68,Other,Autodesk AutoCAD,2020-04-06,Product inquiry,Product compatibility,Open,Critical,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7613,Jenna Clayton,27,Male,Fitbit Charge,2020-10-23,Billing inquiry,Product compatibility,Closed,Medium,Phone,2023-06-01 16:30:31,2023-06-01 03:48:31,3,USA,6,2,0.2559980842312421,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7614,Janice Larson,62,Female,Bose SoundLink Speaker,2021-04-11,Billing inquiry,Battery life,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7615,Jared King,36,Male,Xbox,2020-03-27,Technical issue,Product compatibility,Closed,High,Phone,2023-06-01 17:39:33,2023-06-01 11:33:33,2,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,3,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7616,Elizabeth King,68,Other,LG Washing Machine,2021-08-11,Billing inquiry,Battery life,Pending Customer Response,High,Chat,2023-06-01 23:25:35,2023-06-01 11:17:48,3,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7617,James Scott,24,Female,Samsung Galaxy,2020-05-30,Technical issue,Product setup,Open,High,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
7618,Devin Rodriguez,61,Female,Philips Hue Lights,2021-04-12,Refund request,Installation support,Closed,Low,Social media,2023-06-01 06:17:37,2023-06-01 03:57:37,1,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Low Satisfaction,Elder,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7619,Melinda Mccann,25,Other,MacBook Pro,2020-11-11,Billing inquiry,Data loss,Closed,Medium,Phone,2023-06-01 04:56:38,2023-06-01 12:06:38,1,Germany,7,2,0.0,Low,51.1657,10.4515,3,0.7272727272727273,Medium Efficiency,Low Satisfaction,Youth,1,3,Critical Priority - Urgent Attention,Critical Issues,Team D,86
7620,Anne Deleon,52,Other,Bose SoundLink Speaker,2020-04-03,Product inquiry,Product compatibility,Pending Customer Response,Medium,Phone,2023-06-01 11:33:40,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
7621,Thomas Robinson,68,Female,Amazon Kindle,2020-06-04,Refund request,Cancellation request,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7622,Harold Booker,29,Other,LG Washing Machine,2021-12-10,Product inquiry,Payment issue,Pending Customer Response,High,Email,2023-06-01 01:36:42,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7623,David Moran,30,Male,iPhone,2021-03-04,Billing inquiry,Peripheral compatibility,Open,Low,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7624,Kathy Hart DDS,22,Female,Amazon Echo,2021-12-20,Refund request,Account access,Pending Customer Response,Low,Social media,2023-06-01 08:47:44,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
7625,April Mcdaniel,53,Other,MacBook Pro,2021-09-04,Refund request,Product compatibility,Closed,Medium,Chat,2023-06-01 23:26:45,2023-06-01 16:05:45,2,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,4,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7626,Ashley Smith,59,Female,Roomba Robot Vacuum,2020-05-29,Billing inquiry,Delivery problem,Pending Customer Response,Medium,Chat,2023-06-01 14:31:45,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7627,Marissa Werner,44,Male,Adobe Photoshop,2020-10-31,Billing inquiry,Refund request,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7628,Laurie Buck,31,Female,Lenovo ThinkPad,2020-01-22,Technical issue,Delivery problem,Closed,Low,Email,2023-06-01 01:37:48,2023-06-01 12:01:48,5,India,10,1,0.0,Low,20.5937,78.9629,5,0.5909090909090909,Medium Efficiency,High Satisfaction,Adult,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,80
7629,Kevin Ortiz,33,Male,Google Nest,2021-07-30,Refund request,Product compatibility,Pending Customer Response,Low,Social media,2023-06-01 23:10:49,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7630,Michael Ryan,48,Other,Canon DSLR Camera,2021-09-21,Cancellation request,Software bug,Closed,Medium,Email,2023-06-01 13:51:50,2023-06-01 11:40:50,5,UK,6,2,0.2559980842312421,Low,,,0,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7631,Alyssa Spence,65,Other,LG Smart TV,2021-04-26,Cancellation request,Cancellation request,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7632,Tiffany Williams,32,Female,LG OLED,2020-01-28,Refund request,Network problem,Pending Customer Response,Medium,Email,2023-06-01 20:15:52,2023-06-01 11:17:48,3,Canada,6,2,0.2559980842312421,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7633,Susan Rowe PhD,53,Male,Bose SoundLink Speaker,2020-02-07,Technical issue,Product compatibility,Pending Customer Response,Low,Phone,2023-06-01 20:11:54,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7634,Denise Morton,35,Male,Nest Thermostat,2020-10-02,Refund request,Network problem,Open,Low,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7635,Jackie Knight,20,Other,Amazon Kindle,2020-10-26,Cancellation request,Refund request,Closed,Critical,Social media,2023-06-01 16:29:57,2023-06-01 17:44:57,4,USA,1,4,0.8156062075176206,High,,,0,1.0,High Efficiency,High Satisfaction,Youth,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team D,98
7636,Ronald Guerrero,23,Other,Philips Hue Lights,2021-05-09,Refund request,Network problem,Pending Customer Response,Low,Chat,2023-06-01 08:09:59,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7637,Shawn Vasquez,18,Other,Nintendo Switch Pro Controller,2021-08-16,Billing inquiry,Hardware issue,Pending Customer Response,Critical,Chat,2023-06-01 21:42:01,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7638,Rebecca Garcia,48,Male,Nest Thermostat,2020-01-10,Billing inquiry,Payment issue,Pending Customer Response,High,Phone,2023-06-01 02:19:02,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7639,Tom Mitchell,24,Other,Apple AirPods,2021-02-04,Technical issue,Network problem,Open,Low,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7640,Charles Hunter,21,Other,Nintendo Switch Pro Controller,2020-09-10,Product inquiry,Data loss,Open,Low,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
7641,Richard Stephens,70,Male,Sony Xperia,2020-06-29,Technical issue,Account access,Pending Customer Response,Medium,Social media,2023-06-01 19:53:07,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7642,Margaret Cruz,23,Male,Nikon D,2020-02-08,Billing inquiry,Display issue,Pending Customer Response,Medium,Phone,2023-06-01 08:58:09,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
7643,Gabriela Warren,32,Other,Xbox,2020-11-25,Cancellation request,Refund request,Pending Customer Response,Low,Chat,2023-06-01 17:43:10,2023-06-01 11:17:48,3,Germany,6,1,0.14285845940021782,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7644,Ruth Lewis,26,Other,Nintendo Switch Pro Controller,2021-02-02,Technical issue,Display issue,Open,Critical,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
7645,Veronica Chapman,60,Other,Fitbit Charge,2021-06-17,Technical issue,Product recommendation,Closed,Critical,Social media,2023-06-01 19:39:13,2023-06-01 13:28:13,1,UK,6,4,0.0,Low,,,2,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7646,Billy Prince,57,Female,Xbox,2020-05-28,Refund request,Cancellation request,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
7647,Diane Mills,27,Other,Canon DSLR Camera,2021-03-28,Billing inquiry,Hardware issue,Closed,High,Phone,2023-06-01 20:36:15,2023-06-01 07:40:15,5,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,5,0.7727272727272727,High Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
7648,Stephanie Velasquez,50,Other,iPhone,2021-05-10,Technical issue,Cancellation request,Closed,High,Social media,2023-06-01 22:19:17,2023-06-01 14:53:17,2,USA,6,3,0.09409989646016609,Low,,,1,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
7649,Mark Bass,24,Other,Autodesk AutoCAD,2020-02-21,Refund request,Network problem,Closed,High,Email,2023-06-01 06:49:18,2023-06-01 13:56:18,1,Germany,7,3,0.0,Low,51.1657,10.4515,1,0.7272727272727273,Medium Efficiency,Low Satisfaction,Youth,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,86
7650,Tammy Wright,24,Male,Asus ROG,2021-12-22,Refund request,Cancellation request,Open,Medium,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7651,Lori Kelley,64,Male,Google Nest,2020-05-15,Product inquiry,Software bug,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
7652,Ryan Castillo,20,Female,Canon EOS,2021-09-24,Product inquiry,Data loss,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
7653,Nichole Rice,66,Male,LG Smart TV,2020-01-16,Technical issue,Network problem,Pending Customer Response,Medium,Chat,2023-06-01 08:32:21,2023-06-01 11:17:48,3,USA,6,2,0.2559980842312421,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
7654,Sarah Hill,35,Other,Fitbit Versa Smartwatch,2021-04-22,Billing inquiry,Data loss,Pending Customer Response,Critical,Email,2023-06-01 11:06:23,2023-06-01 11:17:48,3,UK,6,4,0.0,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
7655,Timothy Anderson,24,Other,iPhone,2020-08-12,Technical issue,Account access,Closed,Low,Chat,2023-06-01 22:45:24,2023-06-01 09:32:24,5,India,6,1,0.14285845940021782,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,High Satisfaction,Youth,1,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
