Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Resolution_Duration,Priority_Score,resolution_hours,Region,Latitude,Longitude,Cluster_Size,Performance_Score
6444,Laura Sanders,63,Other,Adobe Photoshop,07-04-2021,Billing Inquiry,Peripheral compatibility,Open,High,Email,,,-1,3,,Other Global,0,0,1634,
6445,Denise Lane,36,Female,Canon EOS,11-04-2021,Technical Issue,Product setup,Open,High,Social media,,,-1,3,,North America,37.09,-95.71,1747,
6446,Benjamin Castillo,42,Female,Xbox,11-08-2020,Cancellation Request,Data loss,Open,Critical,Email,,,-1,4,,Other Global,0,0,1695,
6447,Mary Christian,58,Male,Apple AirPods,30-11-2020,Refund Request,Delivery problem,Open,Low,Phone,,,-1,1,,Other Global,0,0,1752,
6448,Angela Day,36,Other,Xbox,20-12-2021,Billing Inquiry,Refund request,Closed,High,Phone,01-06-2023 08:37,01-06-2023 02:38,528,3,5.983333333333333,Other Global,0,0,1634,7.45
6449,Donald Price,35,Other,GoPro Hero,29-09-2020,Technical Issue,Battery life,Pending Customer Response,Low,Email,01-06-2023 19:49,,-1,1,,North America,37.09,-95.71,1747,
6450,Shelly Campos,40,Other,iPhone,03-06-2021,Billing Inquiry,Software bug,Pending Customer Response,Medium,Phone,01-06-2023 15:07,,-1,2,,Asia-Pacific,1.35,103.81,1634,
6451,Terri Bartlett,70,Other,Canon EOS,08-11-2020,Cancellation Request,Refund request,Closed,High,Phone,01-06-2023 16:41,01-06-2023 06:05,935,3,10.6,North America,37.09,-95.71,1695,5.48
6452,Kimberly Adkins,60,Male,Samsung Soundbar,16-07-2021,Technical Issue,Account access,Pending Customer Response,Medium,Phone,01-06-2023 22:44,,-1,2,,Other Global,0,0,1747,
6453,Catherine Miller,25,Other,Nikon D,15-06-2020,Billing Inquiry,Peripheral compatibility,Open,Low,Phone,,,-1,1,,Other Global,0,0,1634,
6454,Amanda Flores,65,Other,LG OLED,14-12-2020,Technical Issue,Product recommendation,Pending Customer Response,High,Chat,01-06-2023 03:08,,-1,3,,Other Global,0,0,1747,
6455,Alejandra Hernandez,69,Female,Sony PlayStation,20-11-2021,Refund Request,Account access,Open,Low,Phone,,,-1,1,,Other Global,0,0,1752,
6456,Tyler Howell,34,Female,Canon DSLR Camera,14-06-2020,Product Inquiry,Delivery problem,Closed,Critical,Phone,01-06-2023 06:28,01-06-2023 09:38,1082,4,3.1666666666666665,Other Global,0,0,1641,8.65
6457,Cheryl Clements DVM,18,Male,Samsung Soundbar,12-10-2021,Cancellation Request,Cancellation request,Closed,Low,Chat,01-06-2023 10:25,01-06-2023 03:14,597,1,7.183333333333334,Other Global,0,0,1695,6.94
6458,Jessica Gilmore,18,Other,Sony Xperia,30-09-2021,Refund Request,Refund request,Pending Customer Response,Medium,Email,01-06-2023 05:44,,-1,2,,Other Global,0,0,1752,
6459,Kenneth Perez,18,Other,Samsung Soundbar,05-06-2020,Product Inquiry,Account access,Pending Customer Response,Critical,Email,01-06-2023 01:49,,-1,4,,Other Global,0,0,1641,
6460,Sandra Yang,52,Male,Amazon Echo,18-04-2021,Product Inquiry,Product compatibility,Open,Medium,Email,,,-1,2,,Other Global,0,0,1641,
6461,Christian Johnson,63,Male,Samsung Galaxy,26-06-2020,Product Inquiry,Delivery problem,Pending Customer Response,Critical,Social media,01-06-2023 19:05,,-1,4,,Asia-Pacific,1.35,103.81,1641,
6462,Andrea Benson,21,Male,Fitbit Versa Smartwatch,06-10-2020,Cancellation Request,Network problem,Closed,Critical,Social media,01-06-2023 04:13,01-06-2023 19:11,968,4,14.966666666666669,Other Global,0,0,1695,3.62
6463,Luke Green,62,Male,GoPro Hero,12-04-2021,Technical Issue,Delivery problem,Closed,Critical,Email,01-06-2023 02:29,01-06-2023 06:45,780,4,4.266666666666667,North America,37.09,-95.71,1747,8.18
6464,Marissa Mccarthy,44,Other,GoPro Action Camera,07-07-2020,Billing Inquiry,Installation support,Pending Customer Response,Low,Chat,01-06-2023 19:31,,-1,1,,Other Global,0,0,1634,
6465,Patricia Salinas,26,Female,Amazon Kindle,30-07-2021,Billing Inquiry,Refund request,Pending Customer Response,Medium,Phone,01-06-2023 17:03,,-1,2,,Other Global,0,0,1634,
6466,Derek Johnson,52,Female,Google Pixel,19-04-2021,Technical Issue,Refund request,Closed,Critical,Email,01-06-2023 11:39,01-06-2023 06:17,773,4,5.366666666666666,Other Global,0,0,1747,7.71
6467,William Meza,21,Male,Samsung Soundbar,27-08-2020,Technical Issue,Display issue,Open,Critical,Email,,,-1,4,,Other Global,0,0,1747,
6468,Brittany Wilson,56,Female,GoPro Hero,14-01-2021,Refund Request,Installation support,Open,Critical,Social media,,,-1,4,,North America,37.09,-95.71,1752,
6469,Sean Clark,27,Other,Canon EOS,27-05-2021,Product Inquiry,Installation support,Pending Customer Response,Medium,Phone,01-06-2023 13:27,,-1,2,,North America,37.09,-95.71,1641,
6470,Michael Charles,31,Female,Nikon D,14-10-2020,Refund Request,Refund request,Pending Customer Response,Low,Phone,01-06-2023 07:43,,-1,1,,Other Global,0,0,1752,
6471,Nicole Cantu,63,Other,Amazon Kindle,29-10-2020,Cancellation Request,Product compatibility,Pending Customer Response,Low,Social media,01-06-2023 11:23,,-1,1,,Other Global,0,0,1695,
6472,Autumn Bell,34,Male,Samsung Soundbar,06-04-2020,Billing Inquiry,Battery life,Pending Customer Response,Medium,Social media,01-06-2023 04:49,,-1,2,,Other Global,0,0,1634,
6473,Nicholas Guzman,50,Female,Microsoft Office,24-08-2021,Technical Issue,Refund request,Closed,High,Email,01-06-2023 13:54,01-06-2023 07:12,646,3,6.7,Latin America,-14.23,-51.92,1747,7.14
6474,Kara May,63,Male,Amazon Echo,14-09-2021,Refund Request,Product setup,Pending Customer Response,High,Social media,01-06-2023 00:28,,-1,3,,Other Global,0,0,1752,
6475,Danny Hall,35,Female,Microsoft Surface,23-07-2020,Technical Issue,Payment issue,Pending Customer Response,Critical,Phone,01-06-2023 04:57,,-1,4,,Other Global,0,0,1747,
6476,Lawrence Ward,25,Male,Sony Xperia,21-06-2020,Cancellation Request,Product setup,Closed,Critical,Social media,01-06-2023 05:17,01-06-2023 21:38,1075,4,16.35,Other Global,0,0,1695,3.03
6477,Brianna Richardson,32,Male,Canon EOS,13-01-2021,Cancellation Request,Product recommendation,Open,High,Social media,,,-1,3,,North America,37.09,-95.71,1695,
6478,Aaron Martinez,45,Male,Roomba Robot Vacuum,16-12-2021,Billing Inquiry,Data loss,Closed,High,Email,01-06-2023 12:39,01-06-2023 07:25,532,3,5.233333333333333,Other Global,0,0,1634,7.77
6479,Jessica Sawyer,31,Other,LG Smart TV,27-03-2021,Cancellation Request,Software bug,Pending Customer Response,Low,Phone,01-06-2023 14:19,,-1,1,,Europe,54.52,15.25,1695,
6480,Gina Kane,51,Male,Fitbit Versa Smartwatch,05-11-2021,Cancellation Request,Display issue,Open,High,Chat,,,-1,3,,Other Global,0,0,1695,
6481,Susan Smith,59,Other,Philips Hue Lights,19-04-2020,Billing Inquiry,Hardware issue,Pending Customer Response,High,Email,01-06-2023 16:21,,-1,3,,Other Global,0,0,1634,
6482,Derek Hanson,49,Female,Sony PlayStation,22-06-2021,Refund Request,Network problem,Open,Medium,Email,,,-1,2,,Other Global,0,0,1752,
6483,Roger Lopez,43,Male,Amazon Kindle,18-02-2020,Technical Issue,Delivery problem,Pending Customer Response,Low,Chat,01-06-2023 11:44,,-1,1,,Other Global,0,0,1747,
6484,Wanda Hughes,32,Male,iPhone,08-06-2020,Billing Inquiry,Display issue,Closed,High,Email,01-06-2023 23:20,01-06-2023 12:32,1088,3,10.8,Asia-Pacific,1.35,103.81,1634,5.4
6485,Kristin Foster,44,Female,Samsung Galaxy,04-06-2020,Product Inquiry,Hardware issue,Pending Customer Response,Low,Phone,01-06-2023 01:52,,-1,1,,Asia-Pacific,1.35,103.81,1641,
6486,Jesse Hubbard,67,Female,Samsung Soundbar,30-12-2020,Billing Inquiry,Network problem,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1634,
6487,Emily Allen,32,Other,LG Smart TV,12-11-2020,Refund Request,Software bug,Pending Customer Response,Medium,Phone,01-06-2023 18:02,,-1,2,,Europe,54.52,15.25,1752,
6488,Joshua Parks,65,Male,Microsoft Office,19-10-2021,Cancellation Request,Delivery problem,Open,Critical,Phone,,,-1,4,,Latin America,-14.23,-51.92,1695,
6489,Nicholas Chapman,34,Female,Samsung Soundbar,07-02-2021,Billing Inquiry,Peripheral compatibility,Open,Critical,Chat,,,-1,4,,Other Global,0,0,1634,
6490,Linda Johnson,31,Male,Sony PlayStation,28-04-2020,Technical Issue,Software bug,Closed,High,Social media,01-06-2023 22:06,01-06-2023 12:23,1129,3,9.716666666666669,Other Global,0,0,1747,5.86
6491,Robert Malone,70,Male,Google Nest,24-09-2020,Product Inquiry,Refund request,Open,High,Email,,,-1,3,,Other Global,0,0,1641,
6492,Katrina Brown,43,Other,Bose QuietComfort,28-06-2020,Billing Inquiry,Product compatibility,Closed,Low,Email,01-06-2023 09:38,01-06-2023 17:11,1068,1,7.55,Other Global,0,0,1634,6.78
6493,Brian Ross,70,Female,Nikon D,28-10-2021,Billing Inquiry,Battery life,Closed,High,Social media,01-06-2023 17:38,01-06-2023 13:19,581,3,4.316666666666666,Other Global,0,0,1634,8.16
6494,Judith Baker,35,Male,Fitbit Versa Smartwatch,06-04-2020,Cancellation Request,Product recommendation,Pending Customer Response,High,Phone,01-06-2023 22:31,,-1,3,,Other Global,0,0,1695,
6495,Adam Carroll Jr.,45,Female,MacBook Pro,08-12-2020,Technical Issue,Hardware issue,Pending Customer Response,Low,Phone,01-06-2023 11:27,,-1,1,,Other Global,0,0,1747,
6496,Ian Blackwell,50,Other,Nest Thermostat,09-01-2020,Refund Request,Payment issue,Open,Critical,Email,,,-1,4,,Other Global,0,0,1752,
6497,Tami Henderson,50,Female,Fitbit Versa Smartwatch,20-10-2020,Cancellation Request,Battery life,Closed,Medium,Phone,01-06-2023 23:01,01-06-2023 13:23,954,2,9.633333333333333,Other Global,0,0,1695,5.89
6498,Donna Villarreal,30,Other,iPhone,12-03-2020,Billing Inquiry,Cancellation request,Open,Medium,Chat,,,-1,2,,Asia-Pacific,1.35,103.81,1634,
6499,Jesse Cooper,47,Other,Fitbit Versa Smartwatch,05-01-2021,Refund Request,Hardware issue,Closed,Medium,Email,01-06-2023 22:42,01-06-2023 01:01,877,2,21.683333333333334,Other Global,0,0,1752,0.76
6500,Jordan Carter,37,Female,Roomba Robot Vacuum,09-08-2021,Refund Request,Cancellation request,Closed,Low,Phone,01-06-2023 20:29,01-06-2023 18:27,661,1,2.033333333333333,Other Global,0,0,1752,9.13
6501,Patrick Maxwell,33,Other,Asus ROG,19-12-2020,Product Inquiry,Hardware issue,Pending Customer Response,Critical,Chat,01-06-2023 02:45,,-1,4,,Other Global,0,0,1641,
6502,Mrs. Jennifer Jenkins,20,Female,Amazon Echo,08-05-2021,Technical Issue,Software bug,Closed,Medium,Social media,01-06-2023 04:25,01-06-2023 03:30,754,2,0.9166666666666666,Other Global,0,0,1747,9.61
6503,Anthony Joyce,64,Other,GoPro Hero,25-04-2020,Cancellation Request,Payment issue,Open,Critical,Email,,,-1,4,,North America,37.09,-95.71,1695,
6504,Eileen Hart,70,Other,Sony Xperia,13-06-2021,Billing Inquiry,Product compatibility,Pending Customer Response,Medium,Email,01-06-2023 10:00,,-1,2,,Other Global,0,0,1634,
6505,Keith Norris,35,Other,LG Smart TV,25-07-2021,Billing Inquiry,Battery life,Closed,High,Email,01-06-2023 08:42,01-06-2023 04:59,676,3,3.716666666666667,Europe,54.52,15.25,1634,8.42
6506,Lauren Smith,27,Male,Garmin Forerunner,30-07-2021,Technical Issue,Installation support,Closed,Medium,Phone,01-06-2023 22:18,01-06-2023 15:34,671,2,6.733333333333333,Other Global,0,0,1747,7.13
6507,Karen Rowe,47,Male,Sony Xperia,29-01-2021,Cancellation Request,Software bug,Open,Low,Chat,,,-1,1,,Other Global,0,0,1695,
6508,Kenneth Barrett,52,Female,Google Nest,11-08-2021,Product Inquiry,Network problem,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1641,
6509,Maureen Watson,38,Female,Adobe Photoshop,14-01-2020,Cancellation Request,Installation support,Pending Customer Response,Low,Email,01-06-2023 00:28,,-1,1,,Other Global,0,0,1695,
6510,Christopher Lewis,23,Male,Microsoft Surface,22-08-2021,Refund Request,Display issue,Closed,High,Email,01-06-2023 17:20,01-06-2023 02:46,648,3,14.566666666666666,Other Global,0,0,1752,3.79
6511,Douglas Holloway,18,Male,PlayStation,29-01-2020,Product Inquiry,Installation support,Open,Low,Phone,,,-1,1,,Other Global,0,0,1641,
6512,Charles Franklin,54,Male,Dell XPS,25-06-2021,Cancellation Request,Payment issue,Pending Customer Response,Medium,Email,01-06-2023 12:13,,-1,2,,Asia-Pacific,1.35,103.81,1695,
6513,Kathleen Miller,70,Other,Microsoft Surface,12-08-2021,Refund Request,Peripheral compatibility,Pending Customer Response,Critical,Phone,01-06-2023 11:21,,-1,4,,Other Global,0,0,1752,
6514,Brianna Walters,43,Female,Adobe Photoshop,30-10-2021,Cancellation Request,Refund request,Open,Medium,Email,,,-1,2,,Other Global,0,0,1695,
6515,Jesse Gillespie,66,Male,GoPro Hero,29-11-2021,Cancellation Request,Product setup,Closed,High,Phone,01-06-2023 11:41,01-06-2023 02:59,549,3,8.7,North America,37.09,-95.71,1695,6.29
6516,Erik Johnston,30,Other,Microsoft Xbox Controller,15-10-2020,Product Inquiry,Network problem,Pending Customer Response,Low,Chat,01-06-2023 08:50,,-1,1,,Other Global,0,0,1641,
6517,Terry Young,40,Female,Asus ROG,03-04-2020,Billing Inquiry,Installation support,Pending Customer Response,Low,Social media,01-06-2023 05:09,,-1,1,,Other Global,0,0,1634,
6518,Alexa Alvarado,27,Other,Sony PlayStation,19-04-2021,Refund Request,Delivery problem,Open,Medium,Email,,,-1,2,,Other Global,0,0,1752,
6519,Amanda Salazar,35,Other,Bose QuietComfort,15-03-2020,Product Inquiry,Product setup,Open,Low,Chat,,,-1,1,,Other Global,0,0,1641,
6520,Sarah Lee,51,Other,Autodesk AutoCAD,29-01-2020,Technical Issue,Data loss,Open,High,Chat,,,-1,3,,Middle East,23.88,45.07,1747,
6521,Zachary Hill,25,Male,Microsoft Xbox Controller,26-12-2020,Product Inquiry,Installation support,Closed,Medium,Phone,01-06-2023 15:00,01-06-2023 08:54,887,2,6.1,Other Global,0,0,1641,7.4
6522,Leslie Johnson,67,Female,Roomba Robot Vacuum,20-08-2021,Cancellation Request,Network problem,Pending Customer Response,High,Chat,01-06-2023 19:59,,-1,3,,Other Global,0,0,1695,
6523,Adam Jensen,61,Other,Fitbit Charge,31-03-2020,Billing Inquiry,Refund request,Open,High,Phone,,,-1,3,,Other Global,0,0,1634,
6524,Paul Underwood,18,Other,Fitbit Charge,30-04-2021,Billing Inquiry,Product compatibility,Pending Customer Response,Medium,Email,01-06-2023 01:34,,-1,2,,Other Global,0,0,1634,
6525,Raymond Dickerson,41,Other,Fitbit Charge,21-05-2021,Product Inquiry,Battery life,Closed,Low,Social media,01-06-2023 00:18,01-06-2023 22:55,741,1,22.616666666666667,Other Global,0,0,1641,0.36
6526,Megan Colon,38,Male,Lenovo ThinkPad,22-10-2020,Cancellation Request,Product setup,Open,High,Social media,,,-1,3,,Other Global,0,0,1695,
6527,George Mitchell,24,Male,LG OLED,21-06-2020,Product Inquiry,Hardware issue,Pending Customer Response,Critical,Email,01-06-2023 22:35,,-1,4,,Other Global,0,0,1641,
6528,Joshua Pollard,59,Other,Microsoft Office,03-01-2021,Technical Issue,Product recommendation,Closed,Low,Social media,01-06-2023 06:50,01-06-2023 03:21,879,1,3.4833333333333334,Latin America,-14.23,-51.92,1747,8.52
6529,Melissa Thomas,20,Male,MacBook Pro,24-06-2021,Billing Inquiry,Delivery problem,Closed,High,Phone,01-06-2023 07:42,01-06-2023 15:17,707,3,7.583333333333333,Other Global,0,0,1634,6.77
6530,Leslie Duffy,27,Other,LG OLED,05-11-2021,Technical Issue,Display issue,Closed,Medium,Phone,01-06-2023 19:24,01-06-2023 17:20,573,2,2.066666666666667,Other Global,0,0,1747,9.12
6531,Todd Brown,47,Other,Roomba Robot Vacuum,09-06-2020,Refund Request,Battery life,Pending Customer Response,Critical,Email,01-06-2023 19:00,,-1,4,,Other Global,0,0,1752,
6532,Jeanette Gomez,44,Male,Google Pixel,18-08-2021,Technical Issue,Payment issue,Open,Low,Chat,,,-1,1,,Other Global,0,0,1747,
6533,Jonathan Fox,58,Male,Canon EOS,07-07-2020,Billing Inquiry,Delivery problem,Open,Medium,Phone,,,-1,2,,North America,37.09,-95.71,1634,
6534,Anthony Davis,43,Male,Canon EOS,02-10-2021,Billing Inquiry,Refund request,Closed,Critical,Social media,01-06-2023 01:08,01-06-2023 02:32,607,4,1.4,North America,37.09,-95.71,1634,9.4
6535,Laurie Lopez,57,Male,Canon EOS,14-12-2020,Technical Issue,Peripheral compatibility,Pending Customer Response,High,Social media,01-06-2023 09:36,,-1,3,,North America,37.09,-95.71,1747,
6536,Rachel Massey,36,Female,iPhone,12-12-2021,Cancellation Request,Delivery problem,Closed,High,Email,01-06-2023 15:44,01-06-2023 18:11,536,3,2.45,Asia-Pacific,1.35,103.81,1695,8.96
6537,Loretta Shepherd,53,Female,GoPro Action Camera,30-08-2021,Technical Issue,Battery life,Pending Customer Response,Medium,Chat,01-06-2023 22:26,,-1,2,,Other Global,0,0,1747,
6538,Patrick Solis,41,Female,Philips Hue Lights,19-04-2020,Technical Issue,Refund request,Open,High,Phone,,,-1,3,,Other Global,0,0,1747,
6539,Julie Burns,23,Female,Lenovo ThinkPad,09-11-2021,Billing Inquiry,Delivery problem,Open,High,Email,,,-1,3,,Other Global,0,0,1634,
6540,Amy Lara,69,Female,Bose QuietComfort,23-06-2020,Technical Issue,Product recommendation,Closed,Low,Phone,01-06-2023 19:55,01-06-2023 01:34,1073,1,18.35,Other Global,0,0,1747,2.18
6541,Andrea Jones,26,Female,Apple AirPods,23-11-2020,Cancellation Request,Product recommendation,Pending Customer Response,Medium,Email,01-06-2023 02:32,,-1,2,,Other Global,0,0,1695,
6542,Sarah Ramsey,40,Other,Fitbit Charge,18-08-2021,Technical Issue,Hardware issue,Open,Critical,Chat,,,-1,4,,Other Global,0,0,1747,
6543,Jessica Allison,53,Male,Philips Hue Lights,12-01-2020,Billing Inquiry,Software bug,Pending Customer Response,High,Phone,01-06-2023 14:32,,-1,3,,Other Global,0,0,1634,
6544,Samantha Joseph,45,Female,Xbox,13-06-2020,Technical Issue,Product compatibility,Closed,High,Chat,01-06-2023 14:51,01-06-2023 03:20,1083,3,11.516666666666667,Other Global,0,0,1747,5.09
6545,Alexander Nunez,33,Other,Canon DSLR Camera,27-07-2021,Technical Issue,Network problem,Open,Critical,Chat,,,-1,4,,Other Global,0,0,1747,
6546,Omar Brown,56,Male,Microsoft Surface,12-09-2020,Billing Inquiry,Refund request,Open,Low,Phone,,,-1,1,,Other Global,0,0,1634,
6547,Shane Taylor,50,Other,Microsoft Xbox Controller,19-01-2021,Product Inquiry,Network problem,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1641,
6548,Christine Green,54,Other,Philips Hue Lights,29-02-2020,Product Inquiry,Display issue,Pending Customer Response,Critical,Chat,01-06-2023 23:40,,-1,4,,Other Global,0,0,1641,
6549,Jacob Diaz,62,Other,Microsoft Office,12-04-2021,Billing Inquiry,Network problem,Open,Medium,Phone,,,-1,2,,Latin America,-14.23,-51.92,1634,
6550,Carrie Walsh,30,Male,Samsung Soundbar,09-08-2020,Cancellation Request,Software bug,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1695,
6551,Amanda Sanchez,30,Male,Nest Thermostat,15-09-2021,Technical Issue,Hardware issue,Closed,Low,Chat,01-06-2023 14:20,01-06-2023 14:33,624,1,0.2166666666666666,Other Global,0,0,1747,9.91
6552,Angela Nelson,27,Other,Roomba Robot Vacuum,11-05-2020,Product Inquiry,Product recommendation,Open,High,Social media,,,-1,3,,Other Global,0,0,1641,
6553,Jacob Davis,64,Male,iPhone,02-04-2020,Refund Request,Installation support,Open,Medium,Phone,,,-1,2,,Asia-Pacific,1.35,103.81,1752,
6554,Eric Bentley,19,Female,Microsoft Xbox Controller,26-09-2020,Product Inquiry,Battery life,Open,High,Chat,,,-1,3,,Other Global,0,0,1641,
6555,Paul Clark,54,Female,Lenovo ThinkPad,10-07-2021,Refund Request,Cancellation request,Open,Medium,Phone,,,-1,2,,Other Global,0,0,1752,
6556,Jacqueline Johnson,23,Other,LG Smart TV,04-11-2020,Cancellation Request,Product recommendation,Open,Low,Social media,,,-1,1,,Europe,54.52,15.25,1695,
6557,Joseph Day,23,Female,Canon DSLR Camera,21-02-2020,Product Inquiry,Delivery problem,Open,High,Social media,,,-1,3,,Other Global,0,0,1641,
6558,Cody Martin,49,Male,Amazon Kindle,28-01-2021,Technical Issue,Payment issue,Pending Customer Response,Low,Social media,01-06-2023 09:25,,-1,1,,Other Global,0,0,1747,
6559,Erik Walker,30,Male,Google Nest,07-10-2021,Cancellation Request,Network problem,Pending Customer Response,Low,Chat,01-06-2023 07:42,,-1,1,,Other Global,0,0,1695,
6560,Luke Jennings,69,Female,Canon EOS,25-06-2020,Technical Issue,Product compatibility,Open,Medium,Chat,,,-1,2,,North America,37.09,-95.71,1747,
6561,Claudia Phillips,43,Male,LG OLED,08-05-2020,Cancellation Request,Software bug,Closed,Critical,Phone,01-06-2023 15:46,01-06-2023 09:40,1119,4,6.1,Other Global,0,0,1695,7.4
6562,Kristen Hoffman,25,Female,Amazon Kindle,12-02-2021,Billing Inquiry,Product setup,Pending Customer Response,Low,Chat,01-06-2023 16:53,,-1,1,,Other Global,0,0,1634,
6563,Thomas Chang,37,Female,Apple AirPods,30-11-2021,Cancellation Request,Product compatibility,Closed,High,Email,01-06-2023 18:44,01-06-2023 07:34,548,3,11.166666666666666,Other Global,0,0,1695,5.24
6564,Sean Anderson,28,Male,Dell XPS,15-06-2020,Billing Inquiry,Installation support,Open,High,Social media,,,-1,3,,Asia-Pacific,1.35,103.81,1634,
6565,Thomas Smith,61,Other,Asus ROG,25-04-2021,Billing Inquiry,Peripheral compatibility,Pending Customer Response,Low,Social media,01-06-2023 23:01,,-1,1,,Other Global,0,0,1634,
6566,Summer Vaughn,36,Female,GoPro Action Camera,08-04-2021,Technical Issue,Account access,Pending Customer Response,Critical,Email,01-06-2023 23:39,,-1,4,,Other Global,0,0,1747,
6567,Norma Diaz,21,Other,Sony PlayStation,29-10-2021,Technical Issue,Hardware issue,Pending Customer Response,Low,Social media,01-06-2023 07:59,,-1,1,,Other Global,0,0,1747,
6568,Savannah Gonzales MD,32,Other,LG OLED,20-07-2021,Technical Issue,Refund request,Closed,Critical,Email,01-06-2023 02:13,01-06-2023 16:08,681,4,13.916666666666666,Other Global,0,0,1747,4.07
6569,Amy Lee,45,Male,Roomba Robot Vacuum,23-11-2021,Technical Issue,Software bug,Open,High,Chat,,,-1,3,,Other Global,0,0,1747,
6570,Joseph Vaughn,51,Other,Philips Hue Lights,29-09-2021,Technical Issue,Product setup,Closed,Critical,Social media,01-06-2023 16:36,01-06-2023 17:32,610,4,0.9333333333333332,Other Global,0,0,1747,9.6
6571,Tara Guzman,37,Male,iPhone,05-07-2020,Refund Request,Product compatibility,Closed,High,Email,01-06-2023 01:18,01-06-2023 07:35,1061,3,6.283333333333333,Asia-Pacific,1.35,103.81,1752,7.32
6572,Dr. Thomas Hall PhD,33,Other,MacBook Pro,25-04-2021,Product Inquiry,Refund request,Pending Customer Response,High,Chat,01-06-2023 03:15,,-1,3,,Other Global,0,0,1641,
6573,Raymond Robinson,69,Female,Garmin Forerunner,27-02-2021,Billing Inquiry,Product recommendation,Pending Customer Response,Medium,Chat,01-06-2023 21:19,,-1,2,,Other Global,0,0,1634,
6574,James Rivera,55,Other,Amazon Kindle,01-10-2021,Refund Request,Network problem,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1752,
6575,Robert Morgan,22,Male,Fitbit Versa Smartwatch,30-04-2020,Product Inquiry,Product recommendation,Pending Customer Response,Medium,Chat,01-06-2023 01:02,,-1,2,,Other Global,0,0,1641,
6576,Anthony Dickerson,59,Female,LG Smart TV,04-10-2020,Technical Issue,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 15:24,,-1,1,,Europe,54.52,15.25,1747,
6577,Shaun Wilson,61,Other,Samsung Soundbar,13-07-2020,Refund Request,Installation support,Pending Customer Response,Low,Phone,01-06-2023 21:18,,-1,1,,Other Global,0,0,1752,
6578,Douglas Smith,28,Male,Samsung Galaxy,24-12-2020,Refund Request,Delivery problem,Open,Medium,Chat,,,-1,2,,Asia-Pacific,1.35,103.81,1752,
6579,Richard Arnold,49,Female,Canon DSLR Camera,12-11-2020,Refund Request,Software bug,Pending Customer Response,Critical,Chat,01-06-2023 03:10,,-1,4,,Other Global,0,0,1752,
6580,Jason Young,27,Male,Nintendo Switch Pro Controller,09-04-2020,Cancellation Request,Network problem,Open,Low,Phone,,,-1,1,,Other Global,0,0,1695,
6581,Jacob Larsen,24,Other,Garmin Forerunner,27-11-2021,Technical Issue,Installation support,Open,Critical,Phone,,,-1,4,,Other Global,0,0,1747,
6582,Paul Miller,59,Male,Apple AirPods,19-04-2021,Cancellation Request,Data loss,Closed,Critical,Chat,01-06-2023 21:38,01-06-2023 03:53,773,4,17.75,Other Global,0,0,1695,2.44
6583,Briana Wilson,50,Female,Bose SoundLink Speaker,21-06-2020,Product Inquiry,Network problem,Open,Critical,Email,,,-1,4,,Other Global,0,0,1641,
6584,Patricia Garcia,27,Female,Nest Thermostat,10-01-2021,Billing Inquiry,Product compatibility,Closed,Low,Chat,01-06-2023 10:14,01-06-2023 12:49,872,1,2.583333333333333,Other Global,0,0,1634,8.9
6585,Paul Juarez,53,Other,Bose QuietComfort,20-05-2021,Billing Inquiry,Battery life,Open,Low,Chat,,,-1,1,,Other Global,0,0,1634,
6586,Jennifer Hicks,56,Male,Dyson Vacuum Cleaner,31-12-2020,Product Inquiry,Refund request,Open,Critical,Chat,,,-1,4,,Other Global,0,0,1641,
6587,Robert Simpson,33,Other,Fitbit Charge,23-12-2020,Product Inquiry,Product recommendation,Closed,High,Social media,01-06-2023 15:22,01-06-2023 16:34,890,3,1.2,Other Global,0,0,1641,9.49
6588,Hannah Chen,43,Female,Philips Hue Lights,23-12-2021,Product Inquiry,Product compatibility,Open,Critical,Social media,,,-1,4,,Other Global,0,0,1641,
6589,Joshua Walters,34,Male,Fitbit Charge,30-10-2020,Refund Request,Installation support,Open,High,Chat,,,-1,3,,Other Global,0,0,1752,
6590,Seth Edwards,57,Other,Nest Thermostat,07-07-2020,Product Inquiry,Software bug,Closed,Critical,Email,01-06-2023 16:30,01-06-2023 01:35,1059,4,14.916666666666666,Other Global,0,0,1641,3.64
6591,Tanya Murray,68,Female,Autodesk AutoCAD,28-03-2021,Refund Request,Product compatibility,Closed,Critical,Email,01-06-2023 15:37,01-06-2023 14:08,795,4,1.4833333333333334,Middle East,23.88,45.07,1752,9.37
6592,Brian Kelley,41,Female,Amazon Echo,24-12-2020,Technical Issue,Network problem,Closed,Medium,Phone,01-06-2023 12:58,01-06-2023 08:24,889,2,4.566666666666666,Other Global,0,0,1747,8.05
6593,Amy Watts,31,Male,HP Pavilion,06-08-2020,Technical Issue,Refund request,Closed,Critical,Social media,01-06-2023 00:21,01-06-2023 11:34,1029,4,11.216666666666669,Other Global,0,0,1747,5.22
